"actual","predict"
12.3125,3.37889694315402
4.47058823529412,3.24194991155371
3.88235294117647,3.24194991155371
5.36363636363636,2.27311074069434
6.125,2.32253471631125
3.3125,1.73570812431905
5.84210526315789,2.11669299252157
2.30434782608696,2.96581157740046
5.35294117647059,3.64233802265608
3.61111111111111,3.55683696455986
2.86363636363636,3.55683696455986
2.58823529411765,3.42444640419585
0.789473684210526,3.42444640419585
3.18181818181818,2.67576445273001
2.05555555555556,3.78155065518968
3.58823529411765,3.30364499676915
6.125,3.6902584960691
5.08,3.6350470067591
4.88888888888889,3.58035916115375
7.47368421052632,2.42222891569048
3.5,3.76859190876252
1.76190476190476,4.27030547615364
0.866666666666667,4.84823186189922
4.21052631578947,4.46281669898701
3.35294117647059,2.61831181567117
2.13636363636364,1.87011665334058
1.25,4.56613645618616
0.263157894736842,4.56613645618616
2,3.1093607510969
4.46666666666667,3.12674907447103
4.28571428571429,4.14934418154727
2.4375,3.38695719194506
0.8125,4.49274339440473
2.47368421052632,4.49274339440473
4.7,4.07504919043381
0.714285714285714,4.28091451895231
0.8125,4.87917680851873
2.52941176470588,3.83046676356516
0.625,3.23834035297946
0.0952380952380952,3.12515649568085
1.83333333333333,3.7288034885976
4.6,3.55636928180432
3.1,4.11094004477157
3.5,4.38112404682044
3.35714285714286,3.66376909748371
2.47058823529412,3.1610245957538
10.8421052631579,4.11242483841393
5.05,4.22327539992389
2.26086956521739,3.69910249132382
3.3,2.99967686107708
7,3.83825031597193
5.94736842105263,4.40881801270625
2.08695652173913,3.97036040961519
3.65217391304348,4.02673992665348
4.31578947368421,4.20636240754641
2.15,4.96134062238498
1.1304347826087,2.99681363068089
1.78260869565217,2.89460545886355
3.91304347826087,4.86375114498436
3.14814814814815,4.72283210468061
2.6,4.10071644791223
1.77777777777778,4.50909130787546
4.57142857142857,3.40330510541579
0.888888888888889,2.10120147476217
3.09090909090909,3.94542056936227
1.83333333333333,3.94542056936227
5.84210526315789,4.40593838281207
0.65,4.17256877963319
