Price Type,Country,Market,Commodity,Local currency (originally collected),Local measurement unit (originally collected),Date,Value (local currency per kg),"Value (real price, local currency per kg)",Value (USD per kg),Value ( local currency per local measurement unit)
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2014,104.43,50.73,0.25,104.43
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2014,94.15,43.58,0.23,94.15
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2014,94.04,48.06,0.23,94.04
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2014,91.69,47.92,0.23,91.69
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2014,101.05,52.20,0.25,101.05
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2014,103.05,50.64,0.25,103.05
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2014,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2014,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2014,98.94,43.44,0.20,98.94
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2015,119.05,50.20,0.27,119.05
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2015,131.38,56.20,0.27,131.38
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2015,137.41,57.72,0.25,137.41
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2015,152.25,58.77,0.27,152.25
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2015,155.39,57.18,0.26,155.39
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2015,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2016,240.00,80.26,0.34,240.00
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2016,276.95,88.93,0.37,276.95
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2016,213.33,70.30,0.30,213.33
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2016,230.72,78.01,0.33,230.72
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2016,227.07,76.98,0.32,227.07
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2016,281.10,96.62,0.39,281.10
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2016,271.01,93.91,0.37,271.01
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2016,262.57,89.85,0.36,262.57
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2016,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2016,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2016,232.80,71.43,0.32,232.80
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2016,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2017,236.05,66.81,0.32,236.05
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2017,236.91,67.05,0.32,236.91
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2017,207.57,59.05,0.28,207.57
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2017,166.49,49.11,0.22,166.49
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2017,112.70,34.01,0.15,112.70
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2017,99.87,30.84,0.13,99.87
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2017,98.58,28.72,0.13,98.58
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2017,121.73,38.10,0.16,121.73
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2017,119.01,35.87,0.16,119.01
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2017,122.44,36.36,0.16,122.44
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2017,125.95,35.87,0.17,125.95
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2017,121.73,33.32,0.16,121.73
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2018,131.47,34.43,0.17,131.47
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2018,138.44,35.49,0.18,138.44
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2018,121.62,31.47,0.16,121.62
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2018,97.23,26.14,0.13,97.23
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2018,89.45,24.19,0.12,89.45
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2018,109.16,29.59,0.14,109.16
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2018,140.55,37.85,0.19,140.55
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2018,151.94,40.35,0.20,151.94
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2018,144.44,37.62,0.19,144.44
"Retail	Malawi	Nsanje	Maize	Kwacha	Kg	18-Sep	144.44	37.62	0.19	144.44",,,,,,,,,,
