Price Type,Country,Market,Commodity,Local currency (originally collected),Local measurement unit (originally collected),Date,Value (local currency per kg),"Value (real price, local currency per kg)",Value (USD per kg),Value ( local currency per local measurement unit)
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,9/1/2013,359.51,218.62,1.02,359.51
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,10/1/2013,369.95,219.56,0.95,369.95
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,11/1/2013,,,,
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,12/1/2013,440.27,239.92,1.02,440.27
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,1/1/2014,453.76,227.08,1.04,453.76
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,2/1/2014,,,,
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,3/1/2014,,,,
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,4/1/2014,453.14,220.16,1.12,453.14
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,5/1/2014,,,,
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,6/1/2014,327.61,167.45,0.82,327.61
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,7/1/2014,346.17,180.92,0.86,346.17
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,8/1/2014,347.76,179.67,0.87,347.76
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,9/1/2014,370.11,181.90,0.92,370.11
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,10/1/2014,380.45,183.10,0.86,380.45
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,11/1/2014,409.02,187.54,0.83,409.02
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,12/1/2014,334.98,147.08,0.68,334.98
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,1/1/2015,539.15,222.57,1.16,539.15
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,2/1/2015,600.00,237.57,1.35,600.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,3/1/2015,607.54,244.35,1.38,607.54
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,4/1/2015,619.03,253.09,1.40,619.03
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,5/1/2015,605.09,249.12,1.37,605.09
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,6/1/2015,433.02,182.59,0.99,433.02
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,7/1/2015,616.91,263.91,1.31,616.91
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,8/1/2015,485.13,203.78,0.90,485.13
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,9/1/2015,455.10,180.20,0.81,455.10
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,10/1/2015,600.34,231.72,1.08,600.34
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,11/1/2015,750.35,276.13,1.29,750.35
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,12/1/2015,675.00,237.34,1.06,675.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,1/1/2016,710.50,237.61,1.00,710.50
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,2/1/2016,710.50,228.15,0.95,710.50
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,3/1/2016,749.97,247.15,1.06,749.97
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,4/1/2016,750.40,253.73,1.08,750.40
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,5/1/2016,628.92,213.21,0.89,628.92
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,6/1/2016,623.50,214.32,0.87,623.50
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,7/1/2016,687.83,238.35,0.95,687.83
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,8/1/2016,700.03,239.55,0.96,700.03
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,9/1/2016,,,,
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,10/1/2016,750.00,241.14,1.03,750.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,11/1/2016,,,,
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,12/1/2016,750.00,219.83,1.03,750.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,1/1/2017,727.75,205.98,0.99,727.75
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,2/1/2017,748.84,211.94,1.02,748.84
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,3/1/2017,750.00,213.38,1.02,750.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,4/1/2017,737.38,217.54,1.00,737.38
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,5/1/2017,600.20,181.12,0.82,600.20
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,6/1/2017,552.53,170.63,0.75,552.53
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,7/1/2017,487.00,141.87,0.66,487.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,8/1/2017,452.60,141.65,0.61,452.60
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,9/1/2017,600.03,180.85,0.82,600.03
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,10/1/2017,701.52,208.33,0.95,701.52
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,11/1/2017,737.11,209.95,1.00,737.11
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,12/1/2017,750.00,205.30,1.02,750.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,1/1/2018,750.01,196.41,1.02,750.01
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,2/1/2018,749.46,192.15,1.02,749.46
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,3/1/2018,900.30,232.98,1.23,900.30
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,4/1/2018,750.50,201.80,1.02,750.50
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,5/1/2018,750.11,202.87,1.02,750.11
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,6/1/2018,750.44,203.44,1.02,750.44
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,7/1/2018,750.00,201.99,1.02,750.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,8/1/2018,750.00,199.20,1.03,750.00
Retail,Malawi,Mzuzu,Rice,Kwacha,Kg,9/1/2018,745.19,194.11,1.02,745.19
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2007,14.38,18.23,0.10,14.38
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2007,14.55,19.14,0.10,14.55
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2007,16.22,21.56,0.11,16.22
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2007,16.95,23.06,0.12,16.95
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2007,18.04,23.29,0.12,18.04
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2007,20.76,26.62,0.14,20.76
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2007,20.76,25.87,0.14,20.76
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2007,30.01,36.45,0.21,30.01
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2008,34.18,39.47,0.24,34.18
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2008,39.68,44.37,0.28,39.68
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2008,43.52,48.83,0.30,43.52
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2008,34.59,39.67,0.24,34.59
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2008,32.83,38.57,0.23,32.83
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2008,37.90,45.96,0.26,37.90
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2008,42.99,52.51,0.30,42.99
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2008,55.52,69.24,0.39,55.52
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2008,53.38,63.06,0.37,53.38
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2008,54.33,63.67,0.38,54.33
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2008,57.81,65.73,0.41,57.81
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2008,63.34,69.99,0.45,63.34
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2009,69.22,72.63,0.49,69.22
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2009,70.56,71.95,0.50,70.56
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2009,65.26,66.86,0.46,65.26
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2009,45.36,47.61,0.32,45.36
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2009,34.18,36.95,0.24,34.18
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2009,32.97,36.87,0.23,32.97
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2009,35.56,40.22,0.25,35.56
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2009,37.29,43.14,0.26,37.29
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2009,38.74,42.57,0.27,38.74
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2009,39.97,43.67,0.28,39.97
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2009,41.20,43.72,0.28,41.20
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2009,41.74,42.87,0.28,41.74
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2010,45.29,44.07,0.30,45.29
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2010,46.47,43.78,0.30,46.47
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2010,43.75,41.36,0.29,43.75
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2010,37.56,36.48,0.24,37.56
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2010,30.57,30.65,0.20,30.57
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2010,29.79,30.97,0.19,29.79
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2010,29.70,31.29,0.19,29.70
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2010,30.60,33.02,0.20,30.60
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2010,30.60,31.42,0.20,30.60
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2010,29.56,30.27,0.19,29.56
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2010,30.12,30.03,0.19,30.12
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2010,30.47,29.45,0.20,30.47
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2011,30.79,28.12,0.20,30.79
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2011,31.17,27.44,0.20,31.17
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2011,32.99,29.10,0.21,32.99
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2011,28.65,25.99,0.19,28.65
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2011,23.75,22.24,0.15,23.75
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2011,24.19,23.49,0.16,24.19
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2011,29.15,28.60,0.19,29.15
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2011,28.20,28.28,0.17,28.20
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2011,30.05,28.65,0.18,30.05
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2011,32.75,30.99,0.19,32.75
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2011,36.13,33.08,0.21,36.13
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2011,40.13,35.33,0.24,40.13
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2012,56.22,46.53,0.34,56.22
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2012,52.06,41.35,0.31,52.06
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2012,47.79,37.85,0.28,47.79
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2012,42.20,34.04,0.25,42.20
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2012,39.65,31.66,0.15,39.65
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2012,48.04,38.85,0.17,48.04
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2012,54.11,43.61,0.19,54.11
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2012,55.95,44.70,0.20,55.95
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2012,56.18,41.72,0.19,56.18
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2012,58.59,42.46,0.18,58.59
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2012,63.20,43.41,0.19,63.20
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2012,128.67,84.16,0.38,128.67
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2013,89.38,56.32,0.25,89.38
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2013,112.02,66.18,0.31,112.02
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2013,135.69,80.03,0.34,135.69
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2013,105.79,63.72,0.30,105.79
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2013,85.09,51.34,0.23,85.09
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2013,86.43,54.14,0.26,86.43
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2013,98.76,63.16,0.29,98.76
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2013,115.68,74.41,0.34,115.68
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2013,113.56,69.06,0.32,113.56
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2013,116.69,69.25,0.30,116.69
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2013,119.29,67.65,0.29,119.29
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2013,128.67,70.12,0.30,128.67
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2014,147.88,74.00,0.33,147.88
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2014,126.30,59.88,0.29,126.30
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2014,115.02,54.67,0.27,115.02
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2014,96.76,47.01,0.23,96.76
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2014,84.56,39.15,0.21,84.56
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2014,77.19,39.45,0.19,77.19
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2014,76.65,40.06,0.19,76.65
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2014,78.69,40.66,0.19,78.69
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2014,75.16,36.93,0.18,75.16
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2014,73.16,35.21,0.16,73.16
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2014,71.37,32.72,0.14,71.37
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2014,76.48,33.58,0.15,76.48
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2015,93.12,38.44,0.20,93.12
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2015,94.72,37.50,0.21,94.72
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2015,96.94,38.99,0.22,96.94
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2015,111.15,45.44,0.25,111.15
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2015,103.84,42.75,0.23,103.84
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2015,111.43,46.98,0.25,111.43
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2015,116.73,49.94,0.24,116.73
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2015,123.01,51.67,0.22,123.01
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2015,130.69,51.74,0.23,130.69
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2015,147.53,56.94,0.26,147.53
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2015,147.86,54.41,0.25,147.86
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2015,152.69,53.68,0.23,152.69
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2016,200.36,67.01,0.28,200.36
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2016,241.61,77.58,0.32,241.61
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2016,236.83,78.04,0.33,236.83
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2016,175.64,59.39,0.25,175.64
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2016,173.42,58.79,0.24,173.42
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2016,204.66,70.34,0.28,204.66
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2016,217.53,75.38,0.30,217.53
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2016,222.63,76.18,0.30,222.63
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2016,232.57,76.02,0.32,232.57
Retail,Malawi,National Average,Maize,Kwacha,Kg,10/1/2016,217.25,69.85,0.29,217.25
Retail,Malawi,National Average,Maize,Kwacha,Kg,11/1/2016,236.36,72.52,0.32,236.36
Retail,Malawi,National Average,Maize,Kwacha,Kg,12/1/2016,244.30,71.60,0.33,244.30
Retail,Malawi,National Average,Maize,Kwacha,Kg,1/1/2017,224.99,63.68,0.30,224.99
Retail,Malawi,National Average,Maize,Kwacha,Kg,2/1/2017,217.11,61.45,0.29,217.11
Retail,Malawi,National Average,Maize,Kwacha,Kg,3/1/2017,195.53,55.63,0.26,195.53
Retail,Malawi,National Average,Maize,Kwacha,Kg,4/1/2017,150.49,44.39,0.20,150.49
Retail,Malawi,National Average,Maize,Kwacha,Kg,5/1/2017,108.16,32.64,0.14,108.16
Retail,Malawi,National Average,Maize,Kwacha,Kg,6/1/2017,105.87,32.69,0.14,105.87
Retail,Malawi,National Average,Maize,Kwacha,Kg,7/1/2017,105.45,30.72,0.14,105.45
Retail,Malawi,National Average,Maize,Kwacha,Kg,8/1/2017,104.91,32.83,0.14,104.91
Retail,Malawi,National Average,Maize,Kwacha,Kg,9/1/2017,97.23,29.30,0.13,97.23
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2007,27.03,33.63,0.19,27.03
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2007,21.01,25.36,0.15,21.01
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2007,21.06,25.57,0.15,21.06
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2007,19.18,23.78,0.13,19.18
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2007,14.27,18.09,0.10,14.27
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2007,16.59,21.82,0.11,16.59
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2007,19.22,25.54,0.13,19.22
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2007,19.25,26.19,0.13,19.25
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2007,22.02,28.43,0.15,22.02
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2007,25.95,33.28,0.18,25.95
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2007,28.34,35.31,0.20,28.34
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2007,30.04,36.48,0.21,30.04
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2008,33.77,39.00,0.24,33.77
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2008,44.16,49.38,0.31,44.16
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2008,27.95,31.36,0.19,27.95
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2008,21.40,24.55,0.15,21.40
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2008,31.40,36.90,0.22,31.40
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2008,42.59,51.63,0.30,42.59
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2008,49.75,60.77,0.35,49.75
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2008,61.47,76.67,0.43,61.47
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2008,58.59,69.21,0.41,58.59
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2008,58.88,69.01,0.41,58.88
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2008,69.62,79.17,0.49,69.62
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2008,83.40,92.15,0.59,83.40
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2009,91.29,95.80,0.64,91.29
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2009,77.93,79.45,0.55,77.93
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2009,72.15,73.90,0.51,72.15
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2009,32.52,34.13,0.23,32.52
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2009,28.88,31.22,0.20,28.88
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2009,31.15,34.84,0.22,31.15
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2009,40.93,46.29,0.29,40.93
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2009,41.00,47.43,0.29,41.00
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2009,45.50,50.00,0.32,45.50
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2009,50.00,54.62,0.35,50.00
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2009,45.25,48.00,0.31,45.25
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2009,47.52,48.80,0.32,47.52
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2010,49.79,48.44,0.33,49.79
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2010,51.34,48.38,0.34,51.34
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2010,44.77,42.33,0.29,44.77
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2010,38.91,37.80,0.25,38.91
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2010,38.34,38.44,0.25,38.34
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2010,37.63,39.11,0.24,37.63
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2010,37.41,39.42,0.24,37.41
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2010,37.43,40.39,0.24,37.43
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2010,36.86,37.85,0.24,36.86
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2010,34.84,35.66,0.23,34.84
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2010,35.83,35.72,0.23,35.83
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2010,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2011,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2011,36.36,32.02,0.24,36.36
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2011,40.00,35.29,0.26,40.00
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2011,30.04,27.24,0.19,30.04
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2011,26.86,25.16,0.17,26.86
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2011,31.79,30.87,0.21,31.79
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2011,32.97,32.33,0.21,32.97
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2011,34.15,34.24,0.21,34.15
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2011,45.77,43.63,0.27,45.77
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2011,51.06,48.33,0.30,51.06
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2011,51.59,47.22,0.31,51.59
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2011,51.40,45.24,0.31,51.40
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2012,76.55,63.35,0.46,76.55
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2012,61.91,49.18,0.36,61.91
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2012,52.36,41.47,0.31,52.36
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2012,51.88,41.84,0.31,51.88
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2012,51.38,41.03,0.20,51.38
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2012,61.45,49.71,0.22,61.45
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2012,76.08,61.31,0.27,76.08
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2012,71.44,57.07,0.25,71.44
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2012,70.58,52.42,0.24,70.58
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2012,75.83,54.96,0.24,75.83
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2012,81.08,55.69,0.25,81.08
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2012,91.91,60.11,0.27,91.91
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2013,112.25,70.72,0.32,112.25
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2013,129.66,76.60,0.35,129.66
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2013,116.55,68.75,0.29,116.55
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,4/1/2013,79.11,47.65,0.22,79.11
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,5/1/2013,81.83,49.36,0.23,81.83
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,6/1/2013,88.68,55.55,0.26,88.68
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,7/1/2013,110.68,70.78,0.33,110.68
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,8/1/2013,122.22,78.62,0.36,122.22
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,9/1/2013,119.26,72.52,0.33,119.26
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,10/1/2013,122.12,72.47,0.31,122.12
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,11/1/2013,122.87,69.68,0.30,122.87
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,12/1/2013,150.69,82.11,0.35,150.69
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,1/1/2014,170.47,85.31,0.39,170.47
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,2/1/2014,,,,
Retail,Malawi,Nsanje,Maize,Kwacha,Kg,3/1/2014,,,,
