"actual","predict"
3.69821078154282,3.68867707836815
3.94043895040244,3.80059793137446
3.76597665155772,3.75931659595911
4.05059847346993,3.88970039681125
3.63758615972639,3.79029173457636
3.90070924552787,3.77154405191325
3.78119472302441,3.7226787840258
4.17371814976361,3.92655095872323
3.90256667018611,3.87198515536043
3.85309832677812,3.83658297392865
4.13079337193013,3.83524368198256
3.93527986759241,3.78634928800754
4.07396281990276,4.01348625938446
3.94422614592278,3.84228259516689
4.12534066259106,4.09862427196696
3.76665715515662,3.90877923057173
3.74582083051407,3.85637607546612
3.92632031012897,4.09616944255865
3.98382673755713,4.07468567214058
3.80020896194555,3.93888498735065
4.0364505838032,3.86542606573772
4.04221549678715,4.01603025443064
3.85156503639103,3.7200138407333
3.86183713086584,3.6756145384189
3.88277591930397,3.85701706490091
4.01556368436899,3.91444055928399
3.9506425763932,3.72981230818677
3.85126679600707,3.70113175155527
4.0373591437982,3.74954339241358
4.03365049354984,3.77927049344326
3.76230692266875,3.75444447775004
3.94702811462684,3.68947232227419
3.98550578218795,3.69920555621342
4.02347022263544,3.82394832435143
3.60004824040732,3.68196559783354
4.00429828153732,3.87075269662225
3.80039287675672,3.7343174159669
4.04614246040422,3.76208228131688
4.24312369824745,4.10124035089927
4.44572775171506,4.61083317648059
4.10859440113936,4.14669113773787
4.12066187053947,4.04412230520928
4.02802668118445,4.17799973493111
3.97712954702973,4.05217442916686
4.1120441393215,4.2763042887152
4.08647050579119,3.92937167302634
3.82290414609895,3.81477857742624
3.93720330395844,3.88747139379145
4.05744000528665,3.78165540433353
3.99452422693989,3.73372771773889
3.93004151093082,3.70484113181428
3.73829598848863,3.67405287332601
3.97642564776939,3.7355818789562
4.08378172498461,3.7201390794259
3.94311359249818,3.79660957529234
3.91850197152586,3.71185858382012
3.95291456274624,3.81876869404002
4.01442262020296,3.68516617125876
3.94873220616877,3.76973123000911
4.0575653107188,3.74425863487052
3.87015880132945,3.762232330486
3.85545265393975,3.74393626338852
3.91724742956495,3.7303880612512
3.96503704071376,3.81401032712069
3.95211746263002,3.64714177409672
4.0053109398517,3.84426727791221
3.84284214634782,3.71033019493367
4.13356527537538,3.84063815034482
3.78891330826604,3.8365799776156
3.83466188427068,3.66634998652293
4.01818320125654,4.12123403145932
4.07376385452208,3.97216939011498
3.64870828942466,3.68254087714596
4.00869589268841,3.95863879672087
3.70868208141012,3.67576701509669
3.45082261894901,3.67218587285754
4.0464778845512,3.95196529517135
3.76592622545716,3.76448272034721
3.8607297110406,3.73125294219305
3.77821946693176,3.78801146161392
3.76451686831956,3.71304022425971
3.88111546796507,3.76799300107441
3.66600067172901,3.63938395016679
3.90421482298033,3.73946419522041
3.74534318227121,3.72089084900813
3.79756775986444,3.69812254392816
3.64168957131098,3.65078951793888
3.66249269894074,3.78153078591724
3.80076276764313,3.72478193939505
3.73333121668477,3.63222725758117
3.67461148231623,3.65759002349516
3.77634645645724,3.73130192996532
3.61899332664977,3.65076633772844
3.51650822817315,3.63487578586596
3.63218884527467,3.73102635864645
3.71066424261411,3.70476051217924
3.98171128723519,3.87380268143035
3.73588230770927,3.7035509422027
3.7986054272814,3.76630018048289
3.82501162843852,3.89957655232833
3.90078360879245,3.71588904603605
3.91202300542815,3.77523694996138
4.26969744969996,4.18490416587207
4.16139109637837,4.0969908528544
4.38318337280171,4.45791807953402
4.21101586902579,4.25086209914249
4.18095903505887,4.09606914723921
4.38797481819364,4.30201451428634
4.25173673597353,4.25945194497743
4.26305045329162,4.23468365140068
4.1833215986294,4.15143165638756
4.14035308342966,4.0341303955179
4.02729080322952,3.89969022205117
4.49395925665209,4.76208822203235
4.02535169073515,3.94998089538673
4.18490864863717,3.91946329129103
4.01106951197035,3.86201981769544
4.09510185116401,3.84049988179611
4.00176214018302,4.01798130009981
4.08334680801256,3.87959548996546
3.96470170333727,3.74771411396919
3.83135510236069,3.70275858271431
3.9923895473014,3.75365310897261
3.84106391648765,3.7162003656665
3.78239376393545,3.77892717657315
3.89068586804001,3.75767093321178
3.94012443553902,3.80666920379957
3.84512877059812,3.67879709346429
3.73169945129686,3.66916405223502
3.8416005411316,3.74510403161566
3.84453276382573,3.73493626463042
3.9716387151025,3.81082872614511
3.95581202255181,3.82466567860191
3.87367809912025,3.71210284358902
3.94510604039222,3.67368399278971
3.99645168504494,3.68620045391366
3.83881960140485,3.62184626306676
4.02917091880214,3.71696359682755
3.86258557300228,3.73202169419145
3.9269116179219,3.81431731978934
3.9070104636046,3.72440935206283
3.98387844252857,3.7291388071999
3.85611381098863,3.83438880578133
4.13636583731784,4.10642494674257
4.13094714119965,3.88898808441945
3.94993166941004,3.76841273393276
3.91701054693918,3.79863734707136
3.94111937991579,3.78552824848687
3.98458843509124,3.87112580503955
3.90462730346702,3.72238828376612
3.9957834899532,3.79609243615624
4.1195451758394,4.07931862064639
3.70949874131667,3.7551038833972
3.86223234092513,3.74759050962882
3.96187081115571,3.87039642650953
4.03097494828951,4.01612251766554
4.09202706408174,3.83505257440603
4.0081986115089,3.79953936938204
3.99513791213865,3.91367870452868
3.88264839674824,3.76838966851233
3.78134468178603,3.70350223179933
3.88442339382974,3.85473672729614
3.82656885688712,3.78765831685551
4.03297561584581,4.04117795404967
3.85955943589241,3.84385789459072
3.90007693440975,3.70016341560763
3.86230741318221,3.6282272007148
3.93182563272433,3.67552030339702
3.84681759530287,3.66881692275515
3.80619941960692,3.77657775173995
4.03284236246431,3.89448742809479
3.94617014098073,3.77166578700689
3.87268800002947,3.73523749537473
3.80555076091763,3.70758831120494
3.93585441515203,3.83363650965015
3.81109708683819,3.8257693103434
3.98507779159721,3.80870491700775
3.7986054272814,3.79334184063252
3.82219775585439,3.78366395360696
3.80604501522153,3.80470520050243
3.8901181700401,3.91658323240654
4.39154006171175,4.22910557669632
4.1782260462028,4.04660949585005
4.28829415701117,4.03705230027635
4.25915253652335,4.23681763569475
4.0784291069162,3.96629899542628
