"actual","predict"
4.6875,5.14827633473144
5.05882352941176,5.10422381556957
4.94117647058824,5.10422381556957
5.72727272727273,5.0881457373545
4.5625,5.0466426534226
5.625,5.24476887157611
4.94736842105263,4.96827987853774
6.17391304347826,5.43109752820227
5.23529411764706,5.30440768199947
5.11111111111111,5.28414149049365
6.04545454545455,5.28414149049365
5.29411764705882,5.47241568686626
6.05263157894737,5.47241568686626
5.68181818181818,5.63838808026701
6.05555555555556,5.69851867764395
5.35294117647059,5.44158272948841
5.5625,5.33210077625017
5.72,6.08847803504389
5.27777777777778,6.00715236188368
5.52631578947368,5.65231207261972
5.0625,5.54291564431422
5.80952380952381,5.32456213210628
5.33333333333333,5.40851327080673
5.21052631578947,5.36610722586567
5.17647058823529,5.33879396152499
6.09090909090909,5.51853514950755
5.3125,5.20192791534568
5,5.20192791534568
5.82352941176471,5.14226397480556
5.66666666666667,5.1414792981502
5.09523809523809,5.27320011503553
5.25,5.09537858111473
5.6875,5.15550917849167
5.47368421052632,5.15550917849167
4.5,5.15158515704347
5.80952380952381,5.14229514592729
5.3125,5.24598537892569
5.47058823529412,5.06454606312991
6.4375,6.01866484760155
6.85714285714286,7.07411193063958
6.05555555555556,5.96487340468253
6.05,5.97265478151488
6.1,6.20657503780489
5.63636363636364,6.08116306337361
6.14285714285714,6.20143155502553
5.94117647058824,5.56992167499383
5.42105263157895,5.48973994138462
5.65,5.48473762770668
5.91304347826087,5.16638551813767
5.55,4.95052043215107
5.36363636363636,4.89203745959298
4.15789473684211,4.80463183667843
5.26086956521739,4.95676744493917
5.82608695652174,4.98666733718357
5.31578947368421,5.1127600979489
5.65,4.87047955691739
5.56521739130435,5.22295544837533
5.43478260869565,4.74043680113424
5.21739130434783,5.13497274601683
5.44444444444444,5.02273312638611
5.3,5.0462120749642
4.77777777777778,5.01575777458481
5.28571428571429,4.95562717720787
5.05555555555556,5.28324465437229
5.31818181818182,5.12686773599437
5.38888888888889,5.12686773599437
5.21052631578947,5.15424684624322
5.65,5.16477803293362
5.125,5.38930016846018
4.77777777777778,5.63445020399689
6.16,5.57431960661995
6.05555555555556,5.72658185473316
4.6,5.37357607275348
5.9,5.31344547537654
5.3,4.92264015821482
4.36842105263158,4.83691489197932
5.91304347826087,5.54609712229649
4.92592592592593,5.54609712229649
4.8,5.14820830965544
4.95238095238095,5.20833890703238
4.85714285714286,5.05612418141612
5.73913043478261,5.15600914022574
4.09523809523809,5.10541229978105
5.16666666666667,5.10541229978105
5.29411764705882,4.95711649801053
4.96296296296296,4.86126624535571
4.625,4.63939360040668
5.16666666666667,5.13981790988626
4.88235294117647,5.19828432764624
4.86363636363636,4.61220011418465
4.73333333333333,5.0025192246758
4.25,5.00862620898562
4.4,4.94849561160868
4.33333333333333,4.63033610853108
4.59090909090909,4.9315279963944
5.19047619047619,5.0269348277591
5.65217391304348,5.39353981893791
4.85,5.04179502361468
5,5.0412392109838
5.38888888888889,5.16138789971057
5.47058823529412,5.22868171612781
5.71428571428571,5.17822402420311
6.31578947368421,6.26773579143201
6.21428571428571,6.32786638880895
6.62962962962963,6.70667671503683
6.1,6.46989506263286
6.25,6.22209501230409
6.81818181818182,6.59342375194613
6.40909090909091,6.41584717140556
6.42105263157895,6.41584717140556
6.5,6.31692132677735
5.85,6.31692132677735
5.69565217391304,5.58582765591535
6.8,7.41107850779417
5.70833333333333,5.78221179194426
6.25,5.82144298532448
5.64705882352941,5.41443459444507
5.72727272727273,5.41443459444507
6,6.06775068480541
5.8125,5.72622970866422
5.18181818181818,5.01775301452986
5.5,4.95762241715292
5.36842105263158,4.84231290198717
5.2,4.84231290198717
4.84210526315789,4.93253657799615
4.94444444444444,5.08073713847625
4.85,5.03398727826999
4.82352941176471,5.11402429711701
4.875,4.64127764435193
4.65,4.83866421312078
5.26315789473684,4.98076833805572
5.57142857142857,5.24323899816097
5.71428571428571,5.07057415731175
4.95238095238095,5.07057415731175
5.22727272727273,4.54985313454231
5.23809523809524,4.67766248270111
4.70588235294118,4.67766248270111
5.57142857142857,4.86444059321175
5.41176470588235,5.01363156831463
5.65,5.00961484911564
5.09090909090909,5.01951664322985
5.4,5.14369599324884
5.625,5.15370062060471
6.45,5.82017607007145
6.31578947368421,5.7681168922673
5.72727272727273,5.18578061776009
5.57142857142857,5.42996377871435
5.57142857142857,5.33468697076129
5.52631578947368,5.57870639401119
5.26315789473684,4.97826409036717
5.78947368421053,5.12628374694191
6.3125,5.90411565510057
5.33333333333333,5.01073895601671
5.57142857142857,5.00595669060793
5.88888888888889,5.5108694673318
6.10526315789474,5.66624051769044
6.16666666666667,5.23024776957632
6,5.45431004200763
5.86666666666667,5.78576809252528
5.36842105263158,5.21381250603042
5.5625,5.06690843264515
5.22222222222222,5.06690843264515
5.42857142857143,5.2188314794098
6.19047619047619,5.96586312483198
5.33333333333333,5.32192498079488
5.8125,5.03685736504051
5.55,4.72382430970443
5.30434782608696,4.7338289370603
5.4375,4.79395953443724
5.125,5.18685694570565
6.15789473684211,5.2176207601049
5.73684210526316,5.08485534638335
5.47619047619048,4.94673288664936
5.45,4.85276842256875
5.70588235294118,5.12054397510761
5.25,5.29108340714551
5.47368421052632,5.22042162307817
4.77777777777778,5.21427843084211
5.5,5.23095280976857
5.38888888888889,5.18784268281298
5.88888888888889,6.04656354931378
6.35294117647059,6.04656354931378
6.11111111111111,6.02029952878189
6.26315789473684,6.02029952878189
6.5,6.28776659209366
6.26315789473684,5.86173881724428
6.38461538461539,6.24310571253879
6.33333333333333,6.21863544098326
6.40909090909091,6.46865931269666
6.27272727272727,6.16543086121318
6.63157894736842,6.16016526786798
5.91304347826087,5.74903319590472
6,5.76072605984915
6.6,5.93323733462742
6.21052631578947,5.93323733462742
6.10526315789474,6.11122195835566
5.96,6.15699175044967
5.85,5.71667776006372
6.57142857142857,5.97274150999785
6.66666666666667,6.73392337676529
6.78947368421053,6.66962865494821
5.68421052631579,5.71525728277257
6.125,5.74891996181641
