"ea_id","FS_year","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","hh_age","hh_gender","dist_road","dist_popcenter","dist_admarc","elevation","percent_ag","rCSI","HDDS","FCS","asset_index2","roof_natural_inverse","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","nutri_rent_severe_constraint","nutri_rent_moderate_constraint","IPC1","IPC12","rural","clust_maize_price","clust_rice_price","clust_nuts_price","clust_beans_price","clust_maize_mktthin","clust_rice_mktthin","clust_nuts_mktthin","clust_beans_mktthin","lhz_maize_price","lhz_rice_price","lhz_nuts_price","lhz_beans_price","lhz_maize_mktthin","lhz_rice_mktthin","lhz_nuts_mktthin","lhz_beans_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax","logFCS","TA_names","FNID","TA_maize_price","TA_rice_price","TA_nuts_price","TA_beans_price","TA_maize_mktthin","TA_rice_mktthin","TA_nuts_mktthin","TA_beans_mktthin","TA_raincytot","TA_day1rain","TA_maxdaysnorain","TA_floodmax","TA_heatdays","TA_gdd","TA_tmean","quarter1","quarter2","quarter3","quarter4","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12","FNID_MW2012C3010102","FNID_MW2012C3010107","FNID_MW2012C3010210","FNID_MW2012C3010201","FNID_MW2012C3010209","FNID_MW2012C3010309","FNID_MW2012C3010508","FNID_MW2012C3010311","FNID_MW2012C3010417","FNID_MW2012C3010409","FNID_MW2012C3010517","FNID_MW2012C3010503","FNID_MW2012C3020103","FNID_MW2012C3020209","FNID_MW2012C3020211","FNID_MW2012C3020213","FNID_MW2012C3020203","FNID_MW2012C3020303","FNID_MW2012C3020403","FNID_MW2012C3020515","FNID_MW2012C3020513","FNID_MW2012C3020603","FNID_MW2012C3020619","FNID_MW2012C3020703","FNID_MW2012C3020803","FNID_MW2012C3020813","FNID_MW2012C3020913","FNID_MW2012C3020815","FNID_MW2012C3030115","FNID_MW2012C3030112","FNID_MW2012C3030114","FNID_MW2012C3999918","FNID_MW2012C3030204","FNID_MW2012C3030214","FNID_MW2012C3030206","FNID_MW2012C3030304","FNID_MW2012C3030314","FNID_MW2012C3030306","FNID_MW2012C3030414","FNID_MW2012C3030404","FNID_MW2012C3030514","FNID_MW2012C3030519","FNID_MW2012C3030506","FNID_MW2012C3030613","FNID_MW2012C3031313","FNID_MW2012C3030716","FNID_MW2012C3030714","FNID_MW2012C3030804","FNID_MW2012C3030816","FNID_MW2012C3030904","FNID_MW2012C3031005","FNID_MW2012C3031105","FNID_MW2012C3031213","FNID_MW2012C3031206","FNID_MW2012C3030606"
21088597,2013,0.0625,0.6875,0.125,0.375,0,0.0625,1.1875,0.3125,0,0.0625,0.375,0.625,0,0.625,4.9375,5,41.625,1.25,6.9375,9.75,5.3125,1.073125,0,3.8125,5.8125,59.34375,-0.074364898125,0.625,0,0,0,0,0,1,1,0,132.5,244.27850283193,243.14529057444,746.590222962095,0.2,1,1,1,109.589900286482,245.434068509218,104.608838854924,161.672192418603,1,1,1,1,0.884734591354363,49,13,51,213,23.3149057522626,908.60001222271,13,0,0,0,4.08334680801256,"Area 58","MW2012C3020603",132.5,244.27850283193,243.14529057444,746.590222962095,0.2,1,1,1,0.884734591354363,49,13,0,0,213,23.3149057522626,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101280,2013,0,0.227272727272727,0,0.227272727272727,0,0,0.363636363636364,0.318181818181818,0,0.0454545454545455,0.681818181818182,0.318181818181818,0,0.318181818181818,4.77272727272727,4.45454545454545,43.0909090909091,1.27272727272727,5.5,10.2727272727273,9.90909090909091,0.510454545454545,0.218181825454545,1.13636363636364,5.18181818181818,52.7045454545455,-0.300857172727273,0.318181818181818,0,0,0.0454545454545455,0,0.0454545454545455,1,1,1,99.3505998217469,234.637062830915,266.904135910148,456.994619411681,0.196640316205534,1,1,1,99.6459802957585,205.814808599899,281.907738340917,323.095674390533,0.61133069828722,1,1,1,0.714329820257235,51,24,55,210,25.7772337720988,819.804839930444,15,3,0,0,3.96470170333727,"Mponda","MW2012C3030115",87.3858132018894,238.612475326475,425.988732134039,415.651534227181,0.324213015245624,1,1,1,0.736142689320217,49.5,24,0,2,211,25.6856609314634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101545,2013,0,0.25,0.05,0.45,0,0,0.45,0.1,0,0,0.85,0.15,0,0.45,5.3,6.25,45.5,1.4,12.05,22.55,9.1,0.756,0.060000002,4.3,5.5,46.125,-0.3008570205,0.15,0,0,0.1,0,0.1,1,1,1,75.4210265820319,242.587887822035,585.073328357931,374.308449042681,0.451785714285714,1,1,1,90.7938736602993,88.3967805386776,293.006088974406,255.020267639078,1,1,1,1,0.757955558383198,48,24,48,212,25.594088090828,816.70644678218,18,1,0,0,3.83135510236069,"Mponda","MW2012C3030112",87.3858132018894,238.612475326475,425.988732134039,415.651534227181,0.324213015245624,1,1,1,0.736142689320217,49.5,24,0,2,211,25.6856609314634,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30102028,2013,0,0.421052631578947,0,0.473684210526316,0.0526315789473684,0,0.631578947368421,0.0526315789473684,0,0,0.842105263157895,0.157894736842105,0,0.368421052631579,4.84210526315789,6.52631578947368,43.4210526315789,1.21052631578947,10.3157894736842,30.6842105263158,3.52631578947368,0.828421052631579,0.0631578968421053,2.68421052631579,5.36842105263158,54.1842105263158,-0.300857464210526,0.157894736842105,0,0,0,0,0,1,1,1,30.4405263157895,299.77759064941,484.677165066552,459.972094444194,0.789473684210526,1,1,1,87.1079724700582,118.880382385783,351.901418147792,224.918757734763,1,1,1,1,0.819532875750039,48,30,48,212,25.594088090828,816.70644678218,18,1,0,0,3.9923895473014,"Chimwala","MW2012C3030112",50.5337706742346,199.077503852533,314.477659954551,329.678032031251,0.554260651629073,1,1,1,0.833377842711308,48,30,0,1,212,25.594088090828,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30102540,2013,0,0.2,0.05,0.55,0,0,0.35,0.15,0,0,0.8,0.2,0,0.3,4.75,6.4,40.7,1.35,12.8,25.35,7.2,0.719,0,4.7,5.2,46.575,-0.300857036,0.2,0,0,0,0,0,1,1,0.9,70.6270150326797,98.3774170556559,144.278154842551,199.383969618307,0.319047619047619,1,1,1,84.845840833404,191.113604592609,161.578666742631,236.497027700907,0.957142857142857,1,1,1,0.847222809672578,48,30,48,212,25.594088090828,816.70644678218,18,1,0,0,3.84106391648765,"Chimwala","MW2012C3030112",50.5337706742346,199.077503852533,314.477659954551,329.678032031251,0.554260651629073,1,1,1,0.833377842711308,48,30,0,1,212,25.594088090828,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30103074,2013,0,0.578947368421053,0.0526315789473684,0.789473684210526,0,0,0.263157894736842,0,0,0,0.789473684210526,0.210526315789474,0,0.263157894736842,5.15789473684211,5.10526315789474,37.1052631578947,1,14.6842105263158,45,6.84210526315789,0.556315789473684,0.473684226315789,4.84210526315789,4.84210526315789,43.9210526315789,-0.30085742,0.210526315789474,0,0,0.0526315789473684,0,0.0526315789473684,1,1,1,25.0331578947368,154.630221886387,188.495020921621,556.615830505895,0.818713450292398,1,1,1,82.7661267754474,48.210652031809,220.225987048283,375.910916468992,0.988304093567251,1,1,1,0.827499333265552,48,23,48,212,25.594088090828,816.70644678218,18,1,0,0,3.78239376393545,"Nankumba","MW2012C3030112",25.0331578947368,154.630221886387,188.495020921621,556.615830505895,0.818713450292398,1,1,1,0.827499333265552,48,23,0,1,212,25.594088090828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30104708,2013,0,0.222222222222222,0,0.666666666666667,0,0,0.277777777777778,0.222222222222222,0,0,0.666666666666667,0.333333333333333,0,0.277777777777778,4.72222222222222,5,45.3333333333333,1.44444444444444,2.72222222222222,22.5,9.94444444444444,0.976666666666667,0.100000003333333,7,4.94444444444444,48.9444444444444,-0.300857403333333,0.333333333333333,0,0,0.944444444444444,0,0.944444444444444,1,1,1,76.4033333333333,285.639660891355,600.77786931254,668.05897500349,0.4,1,1,1,97.0292491208404,75.683037636605,442.870016865549,411.092441881259,1,1,1,1,0.891976624690397,51,23,51,213,25.0631220499675,962.786085213103,15,0,0,0,3.89068586804001,"Jalasi","MW2012C3030114",76.4033333333333,285.639660891355,600.77786931254,668.05897500349,0.4,1,1,1,0.891976624690397,51,23,0,0,213,25.0631220499675,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30105325,2013,0.05,0.25,0.15,0.65,0,0,0.7,0.45,0,0,0.5,0.5,0,0.45,5.05,4.4,40.9,1.4,16.1,36.1,15.3,0.7825,0.480000016,4.2,4.85,51.425,-0.119663052,0.5,0,0,0.8,0,0.7,1.8,1,0.9,116.587370293093,268.127558322048,478.344029895061,379.51920560329,0.21055023923445,1,1,1,106.925023992489,220.780743844282,320.897495072935,275.604152428804,0.297300630309674,1,1,1,0.977871164006228,51,23,51,213,25.0631220499675,962.786085213103,15,0,0,0,3.94012443553902,"S/C M'bwana Nyambi","MW2012C3030114",111.976479264194,154.739583597718,468.401685867322,507.573147721122,0.299392766676048,1,1,1,0.945089239763629,51,23,0,0,213,25.0631220499675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30105448,2013,0,0.352941176470588,0,0.529411764705882,0,0,0.294117647058824,0.0588235294117647,0,0,0.823529411764706,0.176470588235294,0,0.294117647058824,5.11764705882353,5.29411764705882,49.3529411764706,1.29411764705882,10.8235294117647,37.4117647058824,16.3529411764706,0.825294117647059,0.317647069411765,7.47058823529412,4.82352941176471,46.7647058823529,-0.300857424705882,0.176470588235294,0,0,1,0,1,1,1.05882352941176,1,107.365588235294,41.3516088733886,458.459341839584,635.627089838955,0.388235294117647,1,1,1,108.534028719448,217.285979346344,523.187624965022,319.339348932168,0.988235294117647,1,1,1,0.912307315521029,51,23,51,213,25.0631220499675,962.786085213103,15,0,0,0,3.84512877059812,"S/C M'bwana Nyambi","MW2012C3030114",111.976479264194,154.739583597718,468.401685867322,507.573147721122,0.299392766676048,1,1,1,0.945089239763629,51,23,0,0,213,25.0631220499675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30107624,2013,0,0.25,0.0625,0.5,0.0625,0,0.25,0.0625,0,0,0.9375,0.0625,0,0.1875,5,7,43.3125,1.375,26.25,42.0625,20.25,1.055,0.18750000625,3.125,4.875,41.75,-0.300856999375,0.0625,0,0,1,0,1,1,1,1,77.285,209.699,249.115615064601,586.667180657157,0.5,1,1,1,70.7000773544915,138.929106205532,434.361509430662,464.257356757382,0.75,1,1,1,0.964691194981875,51,24,51,213,25.0631220499675,962.786085213103,15,0,0,0,3.73169945129686,"Katuli","MW2012C3030114",77.285,209.699,249.115615064601,586.667180657157,0.5,1,1,1,0.964691194981875,51,24,0,0,213,25.0631220499675,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
