"ea_id","FS_year","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","hh_age","hh_gender","dist_road","dist_popcenter","dist_admarc","elevation","percent_ag","rCSI","HDDS","FCS","asset_index2","roof_natural_inverse","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","nutri_rent_severe_constraint","nutri_rent_moderate_constraint","IPC1","IPC12","rural","clust_maize_price","clust_rice_price","clust_nuts_price","clust_beans_price","clust_maize_mktthin","clust_rice_mktthin","clust_nuts_mktthin","clust_beans_mktthin","lhz_maize_price","lhz_rice_price","lhz_nuts_price","lhz_beans_price","lhz_maize_mktthin","lhz_rice_mktthin","lhz_nuts_mktthin","lhz_beans_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax","logFCS","TA_names","FNID","TA_maize_price","TA_rice_price","TA_nuts_price","TA_beans_price","TA_maize_mktthin","TA_rice_mktthin","TA_nuts_mktthin","TA_beans_mktthin","TA_raincytot","TA_day1rain","TA_maxdaysnorain","TA_floodmax","TA_heatdays","TA_gdd","TA_tmean","quarter1","quarter2","quarter3","quarter4","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12"
10101016,2010,0,0.4375,0,0.375,0,0,0.4375,0.0625,0,0,0.875,0.125,0,0.25,5.9375,4,45.375,1.1875,2.656875,62.40687475,12.0162500125,1.2953125,0.2250000075,3.625,5.375,43.46875,-0.076676091875,0.125,0,0,1,0,0.375,1,NA,1,44.2825,247.276,235.426,187.412,0.2,0,0,0,51.1440943886568,194.816928548717,233.930245669118,167.089217178926,0.4,0.4,0.4,0.4,1.03163497140034,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.77204228912372,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10101204,2010,0,0.4375,0,0.5,0,0,0.25,0.125,0,0,0.8125,0.1875,0,0.25,5.4375,8,43.1875,1.0625,0.5137500161875,58.4668745,10.821875025,1.40325,0.60000002,2.6875,4.9375,37.28125,-0.076675525625,0.1875,0,0,1,0,1,1,1,1,31.591,176.821,180.817,167.261,0,0,0,0,30.0826757923249,141.357511145721,92.3993325574299,144.797614668142,1,1,0.8,1,1.10910985533309,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.61849051929819,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10101215,2010,0,0.3125,0,0.4375,0,0,0.375,0,0,0,0.875,0.125,0,0.25,4.625,5,43.25,1.1875,9.27533334375,91.712667,4.2413334,1.2713333375,0.56250001875,2.4375,5.0625,41.09375,-0.3269590675,0.125,0,0,0.25,0,1,1,NA,1,43.0571428571429,173.021538461538,159.524615384615,174.04,0.548387096774194,0.161290322580645,0.161290322580645,0.290322580645161,41.4084885748342,162.573854533173,174.754329938631,149.471212746764,0.612903225806452,0.419354838709677,0.419354838709677,0.419354838709677,1.01786193273503,37,30,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.71585604181214,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10101219,2011,0,0.625,0,0.5,0,0,0.0625,0.3125,0,0,0.5625,0.4375,0,0.0625,4,2,52.8125,1.1875,12.394375,70.0956253125,12.875,1.1675,0.60000002,0.0625,5.375,39.5,0.29874936625,0.4375,0,0,1,0,0,1,1,1,25.6325,150.14,185.69,170.11567795661,0,0,0,1,35.6872935853312,147.459092017771,149.083447249914,192.31576973181,0.5,0.75,0.75,1,1.37070449685197,52,34,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.67630067190708,"Mwabulambya","MW2012C3010102",21.5379166666667,128.111666666667,180.63,163.341552783111,0.125,0.125,0.25,1,1.27793132746553,52.5,43,0,0,213,20.8802710018248,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10101355,2011,0,0.25,0,0.5,0,0,0.5625,0.0625,0,0,0.75,0.25,0,0.375,5,1,39.6875,1.25,0.7812499925,63.1268744375,5.94,1.260625,0.60000002,0.125,4.8125,39.84375,-0.4521004175,0.25,0,0,1,0,0.5,1,1,1,17.4433333333333,106.083333333333,175.57,156.567427609612,0.25,0.25,0.5,1,32.6468070279646,146.883441169995,189.199969390743,186.089664042507,0.5,0.5,0.5,1,1.18515815807908,53,52,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.6849655547928,"Mwabulambya","MW2012C3010102",21.5379166666667,128.111666666667,180.63,163.341552783111,0.125,0.125,0.25,1,1.27793132746553,52.5,43,0,0,213,20.8802710018248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10101374,2010,0,0.375,0,0.5,0,0,0.25,0,0,0,0.6875,0.3125,0,0.1875,4.875,10,50.5,1.25,1.18562500625,88.64874925,5.98562499375,1.3693125,0.450000015,1.5625,4.75,41.34375,-0.20181715875,0.3125,0,0,1,0,1,1,1,1,36.9166666666667,218.726666666667,202.026666666667,140.601340331776,0.25,0.25,0.25,1,33.7925335542359,139.161143672703,171.085350729008,165.598955970417,0.5,0.5,0.75,1,1.0198821072284,37,36,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.72192126131523,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10101470,2010,0,0.5,0,0.1875,0.0625,0,0.3125,0.0625,0,0,0.875,0.125,0,0.25,3.8125,6,48,1.3125,0.776874983125,82.332500125,13.585,1.3413125,0.60000002,0.625,5.125,42.59375,0.048464723125,0.125,0,0,1,0,1,1,NA,1,36.3366666666667,204.08,218.1025,155.26,0.25,0,0,0,26.0172389867983,113.757104245261,158.712843946317,133.722713734916,0.75,0.25,0.25,0.25,0.981030130488899,38,36,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.75170752889681,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10101562,2010,0,0.5,0,0.5,0,0,0.8125,0.25,0,0,0.625,0.375,0,0.5,5.6875,10,42.25,1.25,4.724375,69.4156246875,5.20812501875,1.214625,0.56250001875,0.5625,5.5625,52.1875,0.048466105625,0.375,0,0,1,0,0.625,1,1,1,33.4772727272727,168.598636363636,97.1790476190476,152.846574171263,0.214285714285714,0.214285714285714,0.25,1,30.8533299970788,155.913533928949,135.913165790878,129.163993642203,0.464285714285714,0.571428571428571,0.571428571428571,1,1.19624102170804,37,22,38,213,22.5009785540228,1353.25732717093,18,0,0,0,3.95484300261107,"Mwabulambya","MW2012C3010107",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10101568,2010,0,0.4375,0,0.3125,0,0,0.375,0,0,0,0.8125,0.1875,0,0.375,4.875,11,52.625,1.1875,3.22812498125,78.17625,11.2818750125,1.26,0.60000002,0.6875,5.0625,45.59375,-0.07667637125,0.1875,0,0,1,0,1,1,1,1,38.0125,219.095,203.03,140.296395010995,0,0,0,1,30.2787234912108,140.051020115188,171.722428207558,172.736381964171,0.25,0.25,0.5,1,0.875698697061852,38,37,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.81977064572306,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10101706,2010,0,0.4375,0,0.75,0,0,0.25,0.0625,0,0,0.9375,0.0625,0,0.1875,3.8125,11,36.5625,1.1875,13.344375,78.8324995,14.135625,1.3421875,0.0750000025,0,5.1875,44.90625,-0.076674396875,0.0625,0,0,1,0,1,1,1,1,21.4275,113.49,129.8225,128.782459419991,0,0,0,1,30.2787234912108,140.051020115188,171.722428207558,172.736381964171,0.25,0.25,0.5,1,1.15020693769791,38,35,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.8045769832793,"Mwabulambya","MW2012C3010102",35.6376561147186,190.13860518648,178.241041208791,155.812471116753,0.182834101382488,0.0781970046082949,0.0826612903225806,0.536290322580645,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10102004,2010,0,0.3125,0,0.3125,0,0,0.0625,0.125,0,0,0.9375,0.0625,0,0.0625,4.4375,5,35.375,1.125,10.9943749875,48.955625125,7.03375000625,1.2298125,0,1.5625,5.1875,39.3125,-0.326959631875,0.0625,0,0,0,0,0,1,NA,1,41.13,184.264761904762,192.927619047619,161.875238095238,0.4,0.16,0.16,0.16,41.0911907767253,168.695317722502,180.685199073103,150.809474539736,0.52,0.4,0.4,0.4,1.26923137266376,37,18,38,213,22.5009785540228,1353.25732717093,18,0,0,0,3.67154253446066,"Mwenemisuku","MW2012C3010107",31.27875,148.877380952381,161.37505952381,145.328848757615,0.2,0.08,0.08,0.58,1.34039337104012,36.5,20,0,0,213,22.5009785540228,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10102379,2010,0,0.1875,0,0,0,0,0,0,0,0,0.9375,0.0625,0,0,3.5,11,48.6875,1.125,18.8093749375,53.2606249375,10.32312504375,0.9691875,0.03750000125,0.375,4.4375,40.375,-0.57724430625,0.0625,0,0,0,0,0,1,1,1,21.4275,113.49,129.8225,128.782459419991,0,0,0,1,29.9423200910269,167.708123347175,167.407588442198,135.486533885009,0,0,0,1,1.41155536941649,36,22,38,213,22.5009785540228,1353.25732717093,18,0,0,0,3.69821078154282,"Mwenemisuku","MW2012C3010107",31.27875,148.877380952381,161.37505952381,145.328848757615,0.2,0.08,0.08,0.58,1.34039337104012,36.5,20,0,0,213,22.5009785540228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10102621,2011,0,0.4375,0.0625,0.125,0,0,0.4375,0.25,0,0,0.5,0.5,0,0.25,4.3125,2,45.4375,1.375,4.1881250375,59.5137498125,9.45312498125,1.617125,0,1.125,4.9375,42.5,-0.076677210625,0.5,0,0,1,0,1,1,1,1,25.6325,150.14,185.69,170.115677956614,0,0,0,1,31.8100443319433,188.166616647099,196.291810966518,154.038031833384,0,0,0,1,1.40527693382636,53,29,53,213,22.0166284838753,1496.28398112339,29,0,0,0,3.74950407593037,"Mwenemisuku","MW2012C3010107",25.6325,150.14,185.69,170.115677956614,0,0,0,1,1.40527693382636,53,29,0,0,213,22.0166284838753,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10103414,2010,0,0.5,0.0625,0.625,0,0,0.375,0.1875,0,0,0.8125,0.1875,0,0.25,6,9,44.75,1.1875,1.097499992375,59.8418748125,3.384375,1.5596875,0,4.625,5.1875,46.03125,0.048466680625,0.1875,0,0,1,0,0,1,1,1,26.4622727272727,174.927647058824,153.378947368421,141.548571428571,0.0434782608695652,0.260869565217391,0.173913043478261,0.695652173913043,32.030036243948,141.289199032354,153.065467610567,147.313683548216,0.478260869565217,0.608695652173913,0.608695652173913,1,1.25186858087412,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.8293205136629,"Mwenewenye","MW2012C3010102",19.954678030303,109.756323529412,97.3650986842105,79.1324710093478,0.188926630434783,0.297622282608696,0.36508152173913,0.847826086956522,1.24915566490504,38,18,0,0,213,21.3952828743089,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10103452,2010,0,0.625,0,0.3125,0,0,0.125,0.0625,0,0,0.9375,0.0625,0,0.125,5.625,11,47,1.1875,0.5462500072375,50.7674996875,10.34062503125,1.4965,0,1.5625,4.6875,39.25,0.298748520625,0.0625,0,0,0.9375,0,0,1,1,1,13.4470833333333,44.585,41.35125,16.7163705901241,0.334375,0.334375,0.55625,1,30.4434281896804,148.651733476959,180.877509678493,176.577444763023,0.334375,0.334375,0.55625,1,1.24644274893596,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.66995144422842,"Mwenewenye","MW2012C3010102",19.954678030303,109.756323529412,97.3650986842105,79.1324710093478,0.188926630434783,0.297622282608696,0.36508152173913,0.847826086956522,1.24915566490504,38,18,0,0,213,21.3952828743089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10103681,2011,0,0.4375,0,0.3125,0,0,0.125,0.0625,0,0,0.875,0.125,0,0.125,4.875,3,43.375,1.25,0.456874999375,50.09187475,11.30875,1.500125,0.30000001,0.625,4.5625,35.59375,-0.076676369375,0.125,0,0,1,0,1,1,1,1,18.5,22,18.5,16.2827184254641,0.5,0.75,0.5,1,34.6371852331079,129.686067125498,152.76871449007,198.248642121034,0.5,0.75,0.5,1,1.06283514983343,53,21,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.57217006064746,"Mwenewenye","MW2012C3010102",18.5,22,18.5,16.2827184254641,0.5,0.75,0.5,1,1.06283514983343,53,21,0,0,213,20.8802710018248,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10104150,2010,0,0.375,0,0.125,0,0,0,0.125,0,0,0.8125,0.1875,0,0,4.9375,7,39.875,1.125,11.715,39.6600003125,2.729375,1.3433125,0.30000001,4.125,4.3125,31.71875,-0.201818848125,0.1875,0,0,0,0,0,1,1,1,30.97,99.2647826086957,101.862857142857,124.780909090909,0.793103448275862,0.206896551724138,0.275862068965517,0.241379310344828,30.3923460543273,132.299573326108,145.614471871713,142.285468050264,1,0.379310344827586,0.482758620689655,0.689655172413793,1.04734542252279,35,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.45690798867616,"Nthalire","MW2012C3010102",19.7949830234818,64.388538647343,48.1209523809524,54.4225787051867,0.731034482758621,0.268965517241379,0.491954022988506,0.547126436781609,1.05933346669208,35.3333333333333,20.6666666666667,0,0,213,21.3952828743089,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10104351,2010,0,0.3125,0,0.375,0,0,0.0625,0.125,0,0,0.75,0.25,0,0.0625,4.625,12,42.125,1.125,1.806874999375,51.296250625,8.0462500125,1.366375,0.60000002,1.5,4.8125,38.46875,-0.3269593525,0.25,0,0,1,0,0,1,1,1,11,21.3333333333333,17,16.4868270246509,0.4,0.4,0.6,1,30.5715318440456,155.341177202781,187.998128600331,179.564938051019,0.4,0.4,0.6,1,1.01083039648901,35,22,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.64984622338473,"Nthalire","MW2012C3010102",19.7949830234818,64.388538647343,48.1209523809524,54.4225787051867,0.731034482758621,0.268965517241379,0.491954022988506,0.547126436781609,1.05933346669208,35.3333333333333,20.6666666666667,0,0,213,21.3952828743089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10104440,2010,0,0.6875,0.0625,0.375,0,0,0,0.125,0,0,0.8125,0.1875,0,0,5,7,38.875,1.125,1.7168749775,56.931250125,2.727500018125,1.33975,0.18750000625,1.9375,5.25,40.71875,0.4238904375,0.1875,0,0,1,0,0,1,1,1,17.4149490704453,72.5675,25.5,22,1,0.2,0.6,0.4,27.2445074665902,122.114976730214,166.607232447901,142.285468050264,1,0.4,0.6,0.4,1.11982458106445,36,22,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.70668867432512,"Nthalire","MW2012C3010102",19.7949830234818,64.388538647343,48.1209523809524,54.4225787051867,0.731034482758621,0.268965517241379,0.491954022988506,0.547126436781609,1.05933346669208,35.3333333333333,20.6666666666667,0,0,213,21.3952828743089,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10105352,2010,0,0.375,0,0.625,0,0,0.125,0.0625,0,0,0.75,0.25,0,0.125,4.5625,11,46.75,1.375,4.29062503125,101.238124875,5.1275,1.351,0.30000001,0.3125,5.0625,45.84375,-0.201816590625,0.25,0,0,0,0,0,1,1,1,38.0125,219.095,203.03,140.296395010995,0,0,0,1,30.2787234912108,140.051020115188,171.722428207558,172.736381964171,0.25,0.25,0.5,1,1.07043021789569,37,36,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.82523887534326,"Kameme","MW2012C3010102",40.71296875,230.57803125,217.31240625,163.957697505497,0.04375,0,0,0.5,1.07143286128723,37,27,0,0,213,21.3952828743089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10105511,2011,0,0.375,0,0.3125,0,0,0,0.125,0,0,0.6875,0.3125,0,0,3.875,1,44.25,1.4375,0.3774999985,118.79625,21.783125,1.3574375,0.150000005,0.4375,4.8125,37.71875,-0.201818004375,0.3125,0,0,0.9375,0,0,1,1,1,38.1566666666667,150.853333333333,202.715,140.199295464947,0.25,0.25,0.5,1,32.6468070279646,146.883441169995,189.199969390743,186.08966404251,0.5,0.5,0.5,1,1.06661904579547,53,51,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.63015731829781,"Kameme","MW2012C3010102",38.1566666666667,150.853333333333,202.715,140.199295464947,0.25,0.25,0.5,1,1.06661904579547,53,51,0,0,213,20.8802710018248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10105513,2010,0,0.3125,0,0.375,0,0,0.125,0,0,0,0.875,0.125,0,0.0625,5.4375,3,41.625,1.25,1.395624993875,101.539999875,5.17687501875,1.311875,0.60000002,6,4.1875,36.75,-0.3269593525,0.125,0,0,0.375,0,0,1,NA,1,43.4134375,242.0610625,231.5948125,187.619,0.0875,0,0,0,52.2806403678276,186.489142743331,216.821307058575,170.72624081108,0.45625,0.175,0.315625,0.315625,1.07243550467877,37,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.60413822565885,"Kameme","MW2012C3010102",40.71296875,230.57803125,217.31240625,163.957697505497,0.04375,0,0,0.5,1.07143286128723,37,27,0,0,213,21.3952828743089,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10120286,2011,0.1875,0.5625,0.1875,0.5,0,0.0625,1.125,0.5625,0,0,0,1,0,0.6875,4.875,1,44.375,1.0625,0.344375004375,76.6681251875,8.1643751,1.27825,0.41250001375,0.0625,6.125,49.9375,0.17360770125,1,0,0,1,0,1,1,1,0,38.1566666666667,150.853333333333,202.715,140.199295464947,0.25,0.25,0.5,1,32.6468070279646,146.883441169995,189.199969390743,186.08966404251,0.5,0.5,0.5,1,0.876384320017023,53,51,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.91077222352649,"Chitipa Boma","MW2012C3010102",38.1566666666667,150.853333333333,202.715,140.199295464947,0.25,0.25,0.5,1,0.876384320017023,53,51,0,0,213,20.8802710018248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10120288,2010,0.125,0.8125,0.25,0.5,0,0,1.3125,0.8125,0,0,0.0625,0.9375,0,0.875,6.125,9,43.875,1.25,0.855000000625,78.0174999375,9.22687506875,1.2896875,0.11250000375,2.5,5.75,52.9375,0.67417424125,0.9375,0,0,1,0,1,1,1,0,31.04,220.55,203.615,141.105,0.2,0.2,0.2,0.6,30.7303787780486,135.53461508476,174.765286671185,158.147783363366,0.4,0.6,0.8,1,0.942826807192977,38,37,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.96911197241227,"Chitipa Boma","MW2012C3010102",31.04,220.55,203.615,141.105,0.2,0.2,0.2,0.6,0.942826807192977,38,37,0,0,213,21.3952828743089,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10202195,2011,0,0.4375,0,0.4375,0,0,0.0625,0.0625,0,0.0625,0.75,0.25,0,0.0625,3.5,1,43.875,1.3125,11.07750005,42.5987500625,18.3399999375,0.555875,0.150000005,0.625,5.375,47.59375,-0.07667580875,0.25,0,0,1,0,0.1875,1,1,1,17.4433333333333,106.083333333333,175.57,156.567427609603,0.25,0.25,0.5,1,28.0776599428482,129.068470232656,189.506375723299,148.234479229877,0.25,0.25,0.5,1,1.53413369407109,65,29,53,213,22.0166284838753,1496.28398112339,29,0,0,0,3.86270145009544,"S/C Mwakaboko","MW2012C3010107",17.4433333333333,106.083333333333,175.57,156.567427609603,0.25,0.25,0.5,1,1.53413369407109,65,29,0,0,213,22.0166284838753,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10204101,2011,0,0.4375,0,0.375,0,0,0.75,0.375,0,0,0.5,0.5,0,0.5,4.5,1,48.0625,1.4375,3.3237499875,63.626875,1.58812498,0.4843125,0.60000002,0.1875,4.625,43.53125,-0.07667609,0.5,0,0,1,0,1,1,1,1,34.56,125.69,198.19,177.483258193647,0.5,0.5,0.5,1,34.4396952568009,123.289257898981,189.022426713794,186.147787614632,0.5,0.5,0.5,1,1.03636051708083,53,51,66,213,22.178116809445,1074.10147711791,23,0,0,0,3.77347907098008,"Wasambo","MW2012C3010209",31.825,105.456666666667,127.493333333333,183.562957408006,0.375,0.375,0.375,1,0.960512385081048,60,37.5,0,0,213,22.178116809445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10204322,2010,0,0.4375,0,0.3125,0,0,0.4375,0.1875,0,0,0.75,0.25,0,0.25,5.375,10,42.3125,1.25,10.2168749875,58.1793749375,8.8249999875,0.5759375,0.60000002,3.8125,4.875,45.90625,-0.076676375,0.25,0,0,0,0,0,1,1,1,38.8628571428571,134.780714285714,193.369285714286,186.678891354734,0.0666666666666667,0.0666666666666667,0.0666666666666667,1,34.2760179135319,124.660066857277,169.517238930398,169.973139313124,0.2,0.2,0.466666666666667,1,0.998566838657765,36,22,36,213,22.8285064553991,1060.57633269147,22,0,0,0,3.82660127337415,"Wasambo","MW2012C3010209",32.9978341013825,118.662222769568,185.255317460317,159.27671270266,0.392592592592593,0.0333333333333333,0.0333333333333333,0.381481481481481,1.02478440109841,36,22,0,0,213,22.8285064553991,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10204453,2011,0,0.5,0.0625,0.375,0,0,0.25,0.125,0,0,0.6875,0.3125,0,0.25,4.625,3,43,1.4375,0.6250000043,48.321875375,3.63562499375,0.52525,0.60000002,1.125,4.1875,36.90625,0.048465555625,0.3125,0,0,0.875,0,0.875,1,1,1,29.09,85.2233333333333,56.7966666666667,189.642656622364,0.25,0.25,0.25,1,34.5604562870767,89.0382955682868,134.830713665521,199.571236124548,0.5,0.75,0.5,1,0.884664253081263,67,24,66,213,22.178116809445,1074.10147711791,23,0,0,0,3.60838091339764,"Wasambo","MW2012C3010209",31.825,105.456666666667,127.493333333333,183.562957408006,0.375,0.375,0.375,1,0.960512385081048,60,37.5,0,0,213,22.178116809445,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10204586,2010,0.125,0.5,0.0625,0.375,0,0,1.4375,0.6875,0,0,0.0625,0.9375,0,0.6875,5.1875,6,44.5625,1.375,0.98374999925,60.801249875,4.1300000125,0.5579375,0.60000002,0.5,5.75,47.78125,0.04846552,0.9375,0,0,1,0,1,1,NA,1,33.7606451612903,142.021954022988,179.406666666667,164.503246753247,0.311111111111111,0.0333333333333333,0.0333333333333333,0.144444444444444,27.6396046997971,127.231449339145,150.210269454645,135.28658279823,0.833333333333333,0.222222222222222,0.5,0.444444444444444,0.986431193785315,36,22,36,213,22.8285064553991,1060.57633269147,22,0,0,0,3.86663330312934,"Wasambo","MW2012C3010209",32.9978341013825,118.662222769568,185.255317460317,159.27671270266,0.392592592592593,0.0333333333333333,0.0333333333333333,0.381481481481481,1.02478440109841,36,22,0,0,213,22.8285064553991,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10204723,2010,0,0.5,0,0.4375,0,0,0.3125,0.3125,0,0,0.5625,0.4375,0,0.3125,5.4375,7,43.75,1.0625,0.33250000225,72.97437475,9.22250003125,0.5004375,0.5250000175,0.4375,5.125,45.59375,0.048465820625,0.4375,0,0,0,0,0,1,1,1,26.37,79.184,182.99,126.648,0.8,0,0,0,27.153195462823,97.9901948667735,157.082796323708,145.064724443953,1,0.2,0.6,0.4,1.08935517085214,36,22,36,213,22.8285064553991,1060.57633269147,22,0,0,0,3.81977064572306,"Wasambo","MW2012C3010209",32.9978341013825,118.662222769568,185.255317460317,159.27671270266,0.392592592592593,0.0333333333333333,0.0333333333333333,0.381481481481481,1.02478440109841,36,22,0,0,213,22.8285064553991,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10205202,2010,0,0.375,0,0.3125,0,0,0.4375,0,0,0,0.8125,0.1875,0,0.4375,5.6875,3,36.5625,1.3125,0.7568750075625,39.223749875,5.4087499625,0.496,0.60000002,17.25,4.8125,43.03125,-0.2018180025,0.1875,0,0,0.9375,0,0.9375,1,NA,1,57.3066666666667,123.4375,200.655,153.355,0.25,0,0,0,61.7735873695064,163.435751470444,204.003003945109,176.060501607751,0.5,0,0.25,0.25,0.90747925460859,40,35,36,213,22.8285064553991,1060.57633269147,22,0,0,0,3.76192659592893,"S/C Mwirang'ombe","MW2012C3010209",47.2333333333333,126.590416666667,199.464166666667,156.009005903574,0.25,0.125,0.125,0.5,0.897332858854407,38,28.5,0,0,213,22.8285064553991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10205507,2010,0,0.625,0,0.5,0.0625,0,0.3125,0.25,0,0,0.75,0.25,0,0.3125,5,10,42.375,1.1875,5.8031249875,42.142500125,6.204375025,0.548625,0.60000002,0.75,5.8125,54.28125,0.298749395625,0.25,0,0,0,0,0,1,1,1,37.16,129.743333333333,198.273333333333,158.663011807148,0.25,0.25,0.25,1,36.0541874718546,119.747287656248,167.828915329073,165.752630463802,0.5,0.5,0.75,1,0.887186463100224,36,22,36,213,22.8285064553991,1060.57633269147,22,0,0,0,3.99417886344138,"S/C Mwirang'ombe","MW2012C3010209",47.2333333333333,126.590416666667,199.464166666667,156.009005903574,0.25,0.125,0.125,0.5,0.897332858854407,38,28.5,0,0,213,22.8285064553991,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10301026,2011,0,0.4375,0,0,0,0,0.375,0,0,0.3125,0.25,0.0625,0.6875,0.375,2.8125,3,32.9375,1.0625,0.122000000875,31.478666875,16.2526665,1.72706666875,0,1.9375,5.375,59.75,-0.07667778125,0.75,0,1,0,0,1,1,1,1,72.1675,141.823333333333,181.62,269.558365626437,0,0.25,0.25,1,32.7972152756169,151.823388337213,213.590878850272,174.067420371302,0.5,0.5,0.5,1,1.13115354565505,51,29,53,213,23.0797249556707,1336.50308682838,18,0,0,0,4.09016919081162,"Kabunduli","MW2012C3010309",42.08375,77.245,96.81,220.739408248857,0.375,0.25,0.375,1,1.05642234068462,27,34.5,0,0,213,22.3878778842693,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
