"ea_id","FS_year","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","hh_age","hh_gender","dist_road","dist_popcenter","dist_admarc","elevation","percent_ag","rCSI","HDDS","FCS","asset_index2","roof_natural_inverse","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","nutri_rent_severe_constraint","nutri_rent_moderate_constraint","IPC1","IPC12","rural","clust_maize_price","clust_rice_price","clust_nuts_price","clust_beans_price","clust_maize_mktthin","clust_rice_mktthin","clust_nuts_mktthin","clust_beans_mktthin","lhz_maize_price","lhz_rice_price","lhz_nuts_price","lhz_beans_price","lhz_maize_mktthin","lhz_rice_mktthin","lhz_nuts_mktthin","lhz_beans_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax","logFCS","TA_names","FNID","TA_maize_price","TA_rice_price","TA_nuts_price","TA_beans_price","TA_maize_mktthin","TA_rice_mktthin","TA_nuts_mktthin","TA_beans_mktthin","TA_raincytot","TA_day1rain","TA_maxdaysnorain","TA_floodmax","TA_heatdays","TA_gdd","TA_tmean","quarter1","quarter2","quarter3","quarter4","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12"
20908051,2010,0,0.6875,0,0.625,0,0,0.375,0,0,0,0.9375,0.0625,0,0.25,4.375,7,40.125,1.25,8.910625075,42.7493749375,8.9062499375,1.0335625,0.450000015,1.375,5.4375,46.78125,0.423891558125,0.0625,0,0,0,0,0,1,1,1,26.57,146.588,193.288,186.78,0.8,0,0,0,34.8882200449415,115.960774332663,114.455653918802,112.650774894513,1,1,0.8,1,1.00939733638576,41,18,41,213,24.7710757116757,1007.78732784786,11,0,0,0,3.8454824816199,"S/C Goodson Ganya","MW2012C3020913",26.2140277777778,120.889191091954,123.326520833333,128.096699936112,0.55625,0.0989583333333333,0.216666666666667,0.421875,0.959290560546213,41,18,0,0,213,24.7710757116757,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20908088,2010,0.0625,0.625,0.3125,0.6875,0,0.0625,0.9375,0.5,0,0.0625,0.5,0.4375,0.0625,0.5625,5.0625,4,43.0625,1.25,0.9678571350625,48.361429,1.1550000125,0.61714286,0.3750000125,6,5.1875,40.09375,0.2987502475,0.5,0,0,0,0,0,1,NA,1,41.655,165.147931034483,141.222083333333,180.784782608696,0.375,0.395833333333333,0.5,0.520833333333333,43.309352860696,137.180183120464,217.051447931889,158.487354372269,0.583333333333333,0.791666666666667,0.895833333333333,0.791666666666667,0.934156281059802,41,18,41,213,24.7710757116757,1007.78732784786,11,0,0,0,3.69122046181591,"S/C Goodson Ganya","MW2012C3020913",26.2140277777778,120.889191091954,123.326520833333,128.096699936112,0.55625,0.0989583333333333,0.216666666666667,0.421875,0.959290560546213,41,18,0,0,213,24.7710757116757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20908119,2010,0,0.5,0.0625,0.5,0,0,0.25,0,0,0,0.9375,0.0625,0,0.1875,4.5,6,36.5625,1.3125,3.60124996875,41.07624975,4.2787500125,0.5520625,0.18750000625,4,5.5625,47.3125,0.04846611625,0.0625,0,0,0,0,0,1,NA,1,25.6311111111111,157.020833333333,147.796,171.858,0.25,0,0.166666666666667,0.166666666666667,26.5466666666667,145.704379043977,109.6425,144.31,0.625,0.25,0.5,0.5,0.901180392474538,41,18,41,213,24.7710757116757,1007.78732784786,11,0,0,0,3.85677453119767,"S/C Goodson Ganya","MW2012C3020913",26.2140277777778,120.889191091954,123.326520833333,128.096699936112,0.55625,0.0989583333333333,0.216666666666667,0.421875,0.959290560546213,41,18,0,0,213,24.7710757116757,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20908293,2011,0,0.625,0.0625,0.4375,0,0,0.4375,0.0625,0,0,0.75,0.25,0,0.25,3.8125,1,39.125,1.125,0.866874997375,41.0056248125,7.09125001875,0.632625,0.3750000125,1.8125,5.9375,57.25,0.298749099375,0.25,0,0,0,0,0,1,1,1,13,12,14,-31.8381586058741,0.5,0.75,0.75,1,16.3095730448293,21.4854863490337,8.23605790185835,113.996438175195,1,1,1,1,0.828056870189983,33,23,32,213,24.9090749104818,869.650587480483,22,0,0,0,4.04742764243435,"S/C Goodson Ganya","MW2012C3020913",19.69921875,27.66953125,17.1181101834913,-33.6302101188037,0.6796875,0.6953125,0.8046875,1,0.873263659226653,41.5,23,0,0,213,24.9090749104818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20908329,2010,0,0.8125,0,0.6875,0,0,1.0625,0.0625,0,0,0.625,0.375,0,0.75,4,12,42.6875,1.25,10.83125,46.5812499375,5.06812495,0.991125,0.150000005,4.875,5.625,60.6875,0.67417510375,0.375,0,0,1,0,1,1,1,1,11,14.8,11,-27.0359828642475,0.8,0,0.2,1,15.3174161036887,39.174487077641,11,113.774747060538,0.8,0.6,0.8,1,0.99242823226475,41,18,41,213,24.7710757116757,1007.78732784786,11,0,0,0,4.10573774605154,"S/C Goodson Ganya","MW2012C3020913",26.2140277777778,120.889191091954,123.326520833333,128.096699936112,0.55625,0.0989583333333333,0.216666666666667,0.421875,0.959290560546213,41,18,0,0,213,24.7710757116757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20908538,2011,0,0.5,0,0.3125,0,0,0.1875,0,0,0,0.875,0.125,0,0.125,4.5,2,51.375,1.4375,7.47062499375,33.98312475,9.26624995,0.886375,0.5250000175,3.25,5.0625,39.21875,0.048465258125,0.125,0,0,0,0,0,1,1,1,26.3984375,43.3390625,20.2362203669826,-35.4222616317333,0.859375,0.640625,0.859375,1,20.4992759556501,-3.40668639654407,5.04955300895351,114.342481459963,1,1,1,1,0.918470448263323,50,23,32,213,24.9090749104818,869.650587480483,22,0,0,0,3.66915494876616,"S/C Goodson Ganya","MW2012C3020913",19.69921875,27.66953125,17.1181101834913,-33.6302101188037,0.6796875,0.6953125,0.8046875,1,0.873263659226653,41.5,23,0,0,213,24.9090749104818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20909113,2010,0,0.4375,0.0625,0.25,0,0,0.625,0.125,0,0,0.8125,0.1875,0,0.4375,4.625,7,42.8125,1.3125,0.9231249925,29.649999625,1.122499998125,0.547125,0.60000002,2.6875,5.875,50.65625,-0.076676641875,0.1875,0,0,0,0,0,1,1,1,30.2333333333333,142.800813953488,189.519625,140.999404761905,0.919642857142857,0.232142857142857,0.285714285714286,0.25,31.2058606472142,131.117535995591,125.980075387911,127.891431334923,0.875,0.598214285714286,0.401785714285714,0.651785714285714,0.879919506895704,41,18,41,213,24.7710757116757,1007.78732784786,11,0,0,0,3.92506261893595,"Masasa","MW2012C3020913",30.2333333333333,142.800813953488,189.519625,140.999404761905,0.919642857142857,0.232142857142857,0.285714285714286,0.25,0.879919506895704,41,18,0,0,213,24.7710757116757,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20920520,2010,0,0.625,0.3125,0.125,0,0,1.1875,0.5625,0,0,0.4375,0.5625,0,0.625,3.75,8,39.8125,1.1875,0.223124998625,40.7025000625,1.369375008125,1.18025,0.60000002,1.3125,6.3125,64.53125,0.29874771875,0.5625,0,1,0,0,1,1,1,0,22.8525,121.3065,20,181.365762072605,1,1,0.75,1,32.4676367268796,103.876236993669,101.405863830237,112.879850245172,1,1,1,1,1.11342489428295,41,29,41,213,24.7710757116757,1007.78732784786,11,0,0,0,4.16714960259541,"Ncheu Boma","MW2012C3020913",22.8525,121.3065,20,181.365762072605,1,1,0.75,1,1.11342489428295,41,29,0,0,213,24.7710757116757,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30104022,2010,0,0.3125,0.0625,0.1875,0,0,0.125,0.125,0,0,0.8125,0.1875,0,0.125,4.625,11,41.875,1.3125,4.959375,20.9881251875,8.3937499875,0.9711875,0.41250001375,1.5625,5.4375,48.25,-0.326960191875,0.1875,0,0,1,0,1,1,1,1,30.755,140,14.5,251.594460523296,0.5,0.75,0.5,1,30.2370872878641,108.506089271105,57.8451607532933,240.035511677057,0.75,1,1,1,1.03080492006443,41,19,41,213,25.6467546310783,1045.97776974847,18,0,0,0,3.87639582778499,"Jalasi","MW2012C3030114",29.8775,139.365,70.5838888888889,216.819105261648,0.708333333333333,0.541666666666667,0.375,0.666666666666667,1.00562029281016,41,19,0,0,213,25.6467546310783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30104040,2011,0,0.375,0.25,0.125,0,0,0.5625,0.375,0,0,0.5,0.5,0,0.4375,4,2,38.8125,1.1875,0.1812499991875,37.54437475,9.5787498875,0.80775,0.5250000175,0.5,5,46.3125,-0.20181882375,0.5,0,0,1,0,1,1,1,1,15.25,25,16.6566857895067,311.423344650984,1,0.75,1,1,28.8527462365596,53.9432450432544,86.3025467255236,267.992916884863,1,1,1,1,0.825213946328049,49,24,34,213,25.4085621041311,907.002021327252,21,0,0,0,3.83541190305631,"Jalasi","MW2012C3030114",15.25,25,16.6566857895067,311.423344650984,1,0.75,1,1,0.825213946328049,49,24,0,0,213,25.4085621041311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30104708,2010,0,0.1875,0,0.375,0,0,0.125,0.3125,0,0,0.6875,0.3125,0,0.125,4.1875,7,40,1.4375,2.51,23.296874875,9.7031250625,0.9925625,0.0750000025,0.125,5.5,50.3125,-0.577242609375,0.3125,0,0,1,0,1,1,1,1,29,138.73,126.667777777778,182.04375,0.916666666666667,0.333333333333333,0.25,0.333333333333333,30.6515831618772,141.054070659812,114.01363684173,199.449129474577,1,1,0.833333333333333,1,0.9804356655559,41,19,41,213,25.6467546310783,1045.97776974847,18,0,0,0,3.91825355517878,"Jalasi","MW2012C3030114",29.8775,139.365,70.5838888888889,216.819105261648,0.708333333333333,0.541666666666667,0.375,0.666666666666667,1.00562029281016,41,19,0,0,213,25.6467546310783,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30105325,2010,0,0.375,0.125,0.375,0,0.0625,1,0.25,0,0.0625,0.6875,0.3125,0,0.5,4.3125,4,39.0625,1.3125,14.8133333125,36.2726664375,18.8206663125,0.830533333125,0.5250000175,2.3125,5.125,57.125,-0.20181769125,0.3125,0,0,1,0,1,1,NA,1,41.6972866847826,137.668004041356,162.164911832789,157.57044539125,0.508228662227603,0.29739024847227,0.348342197048311,0.281981436642454,38.3080078237548,152.388690054617,194.487780382854,165.153946448098,0.568793966450217,0.472536751443001,0.597681051587302,0.393640647546898,1.05196313496655,41,19,41,213,25.6467546310783,1045.97776974847,18,0,0,0,4.04524184921437,"S/C M'bwana Nyambi","MW2012C3030114",38.920310009058,118.189002020678,134.664955916394,169.423972695625,0.587447664447135,0.370917346458357,0.563059987413044,0.418768496099005,1.01977525355964,41,19,0,0,213,25.6467546310783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30105448,2010,0,0.3125,0,0.3125,0,0,0,0,0,0,1,0,0,0,4.75,5,47.4375,1.1875,10.8160000375,37.6453333125,16.62933325,0.797933334375,0.33750001125,2.0625,4.5625,40.5,-0.32695963375,0,0,0,1,0,1,1,NA,1,36.1433333333333,98.71,107.165,181.2775,0.666666666666667,0.444444444444444,0.777777777777778,0.555555555555556,36.7706054199957,151.792934680628,114.228223425626,129.171396164812,1,0.777777777777778,1,0.777777777777778,0.987587372152743,41,19,41,213,25.6467546310783,1045.97776974847,18,0,0,0,3.70130197411249,"S/C M'bwana Nyambi","MW2012C3030114",38.920310009058,118.189002020678,134.664955916394,169.423972695625,0.587447664447135,0.370917346458357,0.563059987413044,0.418768496099005,1.01977525355964,41,19,0,0,213,25.6467546310783,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30106005,2011,0,0.25,0,0.375,0,0,0.0625,0,0,0,1,0,0,0.0625,5.0625,2,45.1875,1.1875,10.2062499625,13.005,13.975,0.5319375,0.5250000175,2.875,4.5,41.09375,-0.45210098,0,0,0,0,0,0,1,1,1,30.85,87.52,213.395,162.456300876077,0.5,0.5,0.5,1,30.030264321301,49.1669212783173,94.4526406675687,272.465819693539,0.875,1,0.875,1,0.838867006294559,34,23,34,213,25.4085621041311,907.002021327252,21,0,0,0,3.71585604181214,"S/C Chowe","MW2012C3030114",30.85,87.52,213.395,162.456300876077,0.5,0.5,0.5,1,0.838867006294559,34,23,0,0,213,25.4085621041311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30106331,2010,0,0.25,0,0.0625,0,0,0.3125,0.1875,0,0,0.75,0.25,0,0.25,5.125,12,38,1.375,7.708666675,12.0673333125,13.6053333125,0.499799999375,0.60000002,2,5.5625,59.21875,-0.452102391875,0.25,0,0,0,0,0,1,1,1,31.0333333333333,105.4525,130.603333333333,184.400469500554,0.4,0.2,0.4,1,22.5863511345051,79.0897065557495,51.9967380480321,249.54478673387,0.6,0.4,0.8,1,1.02884062091339,42,20,41,213,25.6467546310783,1045.97776974847,18,0,0,0,4.0812382147168,"S/C Chowe","MW2012C3030114",32.7616666666667,114.193333333333,121.8425,142.200234750277,0.575,0.2875,0.3875,0.875,0.98357031188877,51.5,24.5,0,0,213,25.6467546310783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30106750,2010,0,0.4375,0.0625,0.5625,0,0,0.25,0.0625,0,0.1875,0.875,0.125,0,0.1875,5.5625,5,44.4375,1.125,25.6706251875,30.076875,14.51125,0.5556875,0.18750000625,0.3125,4.5,39.78125,-0.076675231875,0.125,0,0,0,0,0,1,NA,1,34.49,122.934166666667,113.081666666667,100,0.75,0.375,0.375,0.75,33.9684251571608,148.029246655785,113.897353749421,158.496909304539,0.875,0.625,0.875,0.75,0.938300002864153,61,29,41,213,25.6467546310783,1045.97776974847,18,0,0,0,3.68339569575768,"S/C Chowe","MW2012C3030114",32.7616666666667,114.193333333333,121.8425,142.200234750277,0.575,0.2875,0.3875,0.875,0.98357031188877,51.5,24.5,0,0,213,25.6467546310783,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30107395,2010,0,0.25,0.125,0.25,0,0,0.1875,0.1875,0,0,0.6875,0.3125,0,0.125,5.0625,7,48.125,1.5,10.492499975,30.7462500625,13.096875,0.996375,0.41250001375,3.5,4.75,44.25,-0.4521015275,0.3125,0,0,1,0,1,1,1,1,29,84.5,22,104.5,0.8,0.6,0.4,0.6,30.9576131718483,140.798053149853,114.01363684173,199.938161989714,1,1,0.8,1,0.990529862964428,41,19,41,213,25.6467546310783,1045.97776974847,18,0,0,0,3.78985537145394,"Katuli","MW2012C3030114",25.5,91.25,27.2409195417209,167.181170764953,0.65,0.425,0.7,0.8,1.04290859473054,48.5,18.5,0,0,213,25.6467546310783,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30107624,2010,0,0.2,0.0666666666666667,0.0666666666666667,0,0,0.0666666666666667,0,0,0,1,0,0,0.0666666666666667,4,10,43.6,1.33333333333333,26.4986667333333,42.2740001333333,20.0380001333333,1.04953333333333,0.200000006666667,1.4,4.4,31.9333333333333,-0.552215673333333,0,0,0,1,0,1,1,1,1,22,98,32.4818390834417,229.862341529907,0.5,0.25,1,1,20.1035150103088,137.922471986461,73.5768170601286,230.331317362766,0.75,0.75,1,1,1.09528732649665,56,18,41,213,25.6467546310783,1045.97776974847,18,0,0,0,3.46365039630871,"Katuli","MW2012C3030114",25.5,91.25,27.2409195417209,167.181170764953,0.65,0.425,0.7,0.8,1.04290859473054,48.5,18.5,0,0,213,25.6467546310783,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30120262,2010,0.125,0.5,0.375,0.4375,0.0625,0.125,1,0.375,0,0,0.625,0.375,0,0.3125,5.0625,11,39.875,1.4375,0.2049999975,1.85125001875,3.574375,0.481875,0,2.75,5.75,59.71875,0.04846589125,0.375,0,0,0,0,0,1,1,0,25.195,57.7266666666667,103.525,198.228529986872,0.5,0.25,0.5,1,30.2370872878641,108.506089271105,57.8451607532933,240.035511677056,0.75,1,1,1,0.788563753923299,42,18,41,213,25.6467546310783,1045.97776974847,18,0,0,0,4.08964604144055,"Mangochi Town","MW2012C3030114",25.195,57.7266666666667,103.525,198.228529986872,0.5,0.25,0.5,1,0.788563753923299,42,18,0,0,213,25.6467546310783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30201146,2010,0,0.3125,0.0625,0.3125,0,0.0625,0.125,0.0625,0,0.0625,0.8125,0.125,0.0625,0.0625,4.25,11,41.4375,1.5,25.7324999375,28.995,2.2243749625,0.6900625,0.60000002,4.3125,5.4375,44.65625,-0.32695961375,0.1875,0,0,0,0,0,1,1,1,21.8533333333333,79.37,83.285,107.736833687432,0.25,0.25,0.5,1,31.2213269587383,127.536592725233,79.686778244875,239.379961817024,0.5,0.5,1,1,0.794208985081112,59,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.79899427513014,"Liwonde","MW2012C3030204",30.8821111111111,119.059444444444,131.971111111111,121.310204394993,0.258333333333333,0.391666666666667,0.475,0.966666666666667,0.811841767557933,53,18,0,0,213,25.3299835372232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30202403,2011,0,0.0625,0,0.3125,0,0,0.125,0.1875,0,0,0.8125,0.1875,0,0.125,3.9375,3,40.375,1.625,5.56937500625,12.013125,8.41562506875,0.492625,0.2250000075,5.5,4,39.625,-0.827526153125,0.1875,0,0,0,0,0,2,1,1,32.2733333333333,119.243333333333,163.266666666667,231.245879457531,0.25,0.25,0.25,1,32.2733333333333,119.243333333333,163.266666666667,231.24572339507,0.25,0.25,0.25,1,0.792849061729841,34,23,34,213,26.2370496078277,861.399937084743,23,0,0,0,3.67946023219744,"S/C Sitola","MW2012C3030206",32.2733333333333,119.243333333333,163.266666666667,231.245879457531,0.25,0.25,0.25,1,0.792849061729841,34,23,0,0,213,26.2370496078277,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30203044,2010,0,0.25,0,0.4375,0.0625,0,0.1875,0,0,0.0625,0.8125,0.1875,0,0.1875,4.0625,7,53.125,1.375,45.192500375,46.6224995625,7.875624975,0.6908125,0,2,4.25,40.40625,-0.4521006675,0.1875,0,0,0.875,0,0.875,1,1,1,30.48,120.46,82.455,226.250466648026,0.8,0.6,0.6,1,31.1917212944284,132.420384725912,125.658777609037,184.012159224497,0.8,0.8,0.6,1,0.882738278927269,41,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.69898447597213,"Kawinga","MW2012C3030204",30.999375,104.402666666667,82.4291666666667,116.956026644512,0.4375,0.4,0.5625,0.9375,0.879384438525063,50.75,20.5,0,0,213,25.7466924819588,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30203142,2011,0,0.4375,0,0.75,0,0,0.0625,0.0625,0,0,0.75,0.25,0,0.0625,4.875,1,49.25,1.125,45.419332875,47.951334375,9.6853333,0.663200000625,0.2250000075,0.3125,4.4375,38.46875,-0.076674396875,0.25,0,0,1,0,1,1,1,1,33.46,120.33,94.88,92.2240836008334,0.75,0.75,0.75,1,15.9860822383873,80.4963982931197,94.0644022470657,239.160281426212,1,1,1,1,0.803242204944851,49,23,32,213,25.4532994230029,951.881401801455,23,0,0,0,3.64984622338473,"Kawinga","MW2012C3030204",33.46,120.33,94.88,92.2240836008334,0.75,0.75,0.75,1,0.803242204944851,49,23,0,0,213,25.4532994230029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30203256,2010,0,0.4375,0.0625,0.5,0,0,0.375,0.25,0,0.125,0.625,0.375,0,0.3125,4.6875,3,38.125,1.25,44.618750375,48.678124875,7.95062488125,0.6545625,0.3750000125,1.8125,4.625,49.65625,-0.076675521875,0.375,0,0,1,0,0,1,NA,1,44.52,124.046666666667,77.855,23,0.25,0.25,0.5,0.75,42.8823724162165,152.575163988245,88.0458405561625,73.8525684642801,0.25,0.5,0.75,0.75,0.832939022157457,41,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.90512426373699,"Kawinga","MW2012C3030204",30.999375,104.402666666667,82.4291666666667,116.956026644512,0.4375,0.4,0.5625,0.9375,0.879384438525063,50.75,20.5,0,0,213,25.7466924819588,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30203767,2010,0,0.5625,0.0625,0.5,0.0625,0,0.1875,0.125,0,0,0.75,0.25,0,0.1875,4.875,10,43,1.125,36.466429,42.11,0.83428571625,0.64178571375,0.60000002,1.4375,4.8125,40.75,0.173607776875,0.25,0,0,1,0,0,1,1,1,25.19,109.34,84.2,119.989094046699,0.5,0.75,0.75,1,28.2799572135584,135.246325386445,69.6446417432867,239.338470931653,0.75,1,1,1,0.861002713601915,59,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.70745583968687,"Kawinga","MW2012C3030204",30.999375,104.402666666667,82.4291666666667,116.956026644512,0.4375,0.4,0.5625,0.9375,0.879384438525063,50.75,20.5,0,0,213,25.7466924819588,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30205702,2011,0,0.125,0,0.5,0,0,0.125,0.3125,0,0,0.5,0.5,0,0.125,5,2,45.1875,1.25,16.54375,32.1450000625,17.1043748125,0.6419375,0.56250001875,0.1875,4.4375,44.28125,-0.70238367625,0.5,0,0,0,0,0,2,1,1,18,11,15.6626823017714,250.857354879641,0.75,0.75,1,1,14.8313183335654,78.1083479049332,100.438690907577,238.911609600339,1,1,1,1,0.990761377605724,49,23,32,213,25.4532994230029,951.881401801455,23,0,0,0,3.79056133689095,"S/C Mposa","MW2012C3030204",18,11,15.6626823017714,250.857354879641,0.75,0.75,1,1,0.990761377605724,49,23,0,0,213,25.4532994230029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30206341,2010,0,0.25,0,0.3125,0,0,0.0625,0.25,0,0.1875,0.6875,0.3125,0,0.0625,4.625,8,44.125,1.1875,21.9743749375,26.728125,5.47124999375,0.7079375,0.60000002,2.75,5.375,48.0625,-0.45210126125,0.3125,0,0,0,0,0,1,1,1,27.3685714285714,107.616,55.2822222222222,255.75,0.5,0.642857142857143,0.357142857142857,0.714285714285714,28.9870362423538,126.886357476581,28.2252074413436,201.32105801259,1,0.857142857142857,0.571428571428571,0.857142857142857,0.832445973379614,41,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.87250224726586,"S/C Mlomba","MW2012C3030204",33.9592857142857,106.149666666667,96.1011111111111,137.875,0.659090909090909,0.548701298701299,0.451298701298701,0.766233766233766,0.823343577530624,50,18,0,0,213,25.664763625836,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30206572,2010,0,0.4375,0,0.5,0,0,0.0625,0.1875,0,0.1875,0.6875,0.3125,0,0.0625,5.0625,5,45.25,1.3125,32.097500375,37.20562475,4.9187499875,0.647125,0.60000002,2.875,4.1875,39.3125,-0.0766755275,0.3125,0,0,1,0,0,1,NA,1,40.55,104.683333333333,136.92,20,0.818181818181818,0.454545454545455,0.545454545454545,0.818181818181818,40.7267211327666,167.463577814466,196.506778062089,70.0718618276566,0.818181818181818,0.818181818181818,1,0.818181818181818,0.814241181681634,59,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.67154253446066,"S/C Mlomba","MW2012C3030204",33.9592857142857,106.149666666667,96.1011111111111,137.875,0.659090909090909,0.548701298701299,0.451298701298701,0.766233766233766,0.823343577530624,50,18,0,0,213,25.664763625836,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30207060,2011,0,0.1875,0.0625,0.5,0.0625,0,0.125,0.0625,0,0,0.9375,0.0625,0,0.125,4.6875,3,41.875,1.4375,44.4481253125,53.6881254375,2.40250001875,0.7263125,0.60000002,5.8125,5,46.4375,-0.57724201375,0.0625,0,0,1,0,1,2,1,1,60.8275,135.055,95.02,86.7974882735365,0,0,0,1,13.7890066359509,75.8898257355726,106.735015249452,238.578244565496,1,1,1,1,0.897459045061995,49,23,32,213,25.4532994230029,951.881401801455,23,0,0,0,3.83810732247798,"S/C Chikweo","MW2012C3030204",60.8275,135.055,95.02,86.7974882735365,0,0,0,1,0.897459045061995,49,23,0,0,213,25.4532994230029,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30207188,2010,0,0.5625,0,0.625,0,0,0.375,0,0,0.0625,1,0,0,0.3125,4.375,6,36.625,1.1875,56.1881246875,62.791874625,13.843125,0.6433125,0.41250001375,0.0625,4.5,54.4375,0.1736082975,0,0,1,0,0,1,1,NA,1,28.43,141.185,58.2633333333333,180,0.75,0.5,0.25,0.75,34.9168647017187,160.200429281783,150.490350802127,166.703260436404,0.75,0.5,1,0.75,0.870659656791831,41,18,41,213,25.664763625836,972.662776107373,18,0,0,0,3.99705325461272,"S/C Chikweo","MW2012C3030204",24.881,134.4885,75.3926666666667,163.315417285565,0.375,0.25,0.125,0.875,0.894336381051879,41.5,18.5,0,0,213,25.664763625836,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30207491,2010,0,0.4375,0,0.5,0,0,0.25,0.0625,0,0,0.9375,0.0625,0,0.1875,5.1875,12,46.625,1.1875,43.1026670625,57.8220004375,5.6106666125,0.698200000625,0.450000015,2.5625,5.125,44.71875,-0.0766755275,0.0625,0,0,0.3125,0,0.3125,1,1,1,21.332,127.792,92.522,146.630834571129,0,0,0,1,17.2373108266151,83.0830809542771,87.6136611625425,239.318433239139,0.8,0.8,0.8,1,0.918013105311926,42,19,41,213,25.664763625836,972.662776107373,18,0,0,0,3.80039287675672,"S/C Chikweo","MW2012C3030204",24.881,134.4885,75.3926666666667,163.315417285565,0.375,0.25,0.125,0.875,0.894336381051879,41.5,18.5,0,0,213,25.664763625836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30208396,2010,0,0.3125,0.0625,0.6875,0,0,0.125,0.125,0,0,0.875,0.125,0,0.0625,5.0625,10,41.8125,1.25,44.2731248125,62.6637494375,11.62375,0.6625625,0,4.875,4.6875,33.96875,-0.3269579225,0.125,0,0,1,0,1,1,1,1,23.91,159.95,120.08,144.032665857355,0.25,0.25,0.25,1,28.2799572135584,135.246325386445,69.6446417432867,239.338470931653,0.75,1,1,1,0.935372782797368,61,29,41,213,25.664763625836,972.662776107373,18,0,0,0,3.52544098432148,"S/C Ngokwe","MW2012C3030204",23.91,159.95,120.08,144.032665857355,0.25,0.25,0.25,1,0.935372782797368,61,29,0,0,213,25.664763625836,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30212492,2010,0,0.375,0,0.6875,0,0,0.1875,0,0,0.25,0.9375,0.0625,0,0.125,5.5,7,42.5625,1.0625,39.869999875,55.595624375,6.99062495625,0.7268125,0.60000002,5.1875,4.6875,48.6875,-0.2018163075,0.0625,0,0,0,0,0,1,1,1,25.545,159.5415,109.30925,137.87425,0.525,0,0,0,29.560860050583,129.653371101246,88.6671999665338,192.666608618543,0.9,0.775,0.675,0.875,0.992908983969933,42,29,41,213,25.664763625836,972.662776107373,18,0,0,0,3.88542232363097,"Nyambi","MW2012C3030204",33.2765148969534,151.702415178571,129.15680333279,144.595871408046,0.50390625,0.0959201388888889,0.186154513888889,0.161284722222222,1.01813398762428,41.5,29,0,0,213,25.8286213380817,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
