"ea_id","FS_year","Refrigerator","Radio","Television","Bicycle","Motorcycle","Car","number_celphones","floor_cement","floor_tile","floor_dirt_sand_dung","roof_natural","roof_iron","roof_other","cell_phone","hhsize","FS_month","hh_age","hh_gender","dist_road","dist_popcenter","dist_admarc","elevation","percent_ag","rCSI","HDDS","FCS","asset_index2","roof_natural_inverse","dummy_terrain_rough","nutri_severe_constraint","nutri_moderate_constraint","nutri_rent_severe_constraint","nutri_rent_moderate_constraint","IPC1","IPC12","rural","clust_maize_current","lhz_maize_current","clust_maize_mktthin_current","lhz_maize_mktthin_current","clust_maize_lag","lhz_maize_lag","clust_maize_mktthin_lag","lhz_maize_mktthin_lag","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","heatdays","floodmax","lhz_floodmax","logFCS","TA_names","FNID","TA_maize_current","TA_maize_lag","TA_maize_mktthin","TA_maize_mktthin_lag","TA_raincytot","TA_day1rain","TA_maxdaysnorain","TA_floodmax","TA_heatdays","TA_gdd","TA_tmean","quarter1","quarter2","quarter3","quarter4","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12","FNID_MW2012C3010102","FNID_MW2012C3010107","FNID_MW2012C3010210","FNID_MW2012C3010201","FNID_MW2012C3010209","FNID_MW2012C3010309","FNID_MW2012C3010508","FNID_MW2012C3010311","FNID_MW2012C3010417","FNID_MW2012C3010409","FNID_MW2012C3010517","FNID_MW2012C3010503","FNID_MW2012C3020103","FNID_MW2012C3020209","FNID_MW2012C3020211","FNID_MW2012C3020213","FNID_MW2012C3020203","FNID_MW2012C3020303","FNID_MW2012C3020403","FNID_MW2012C3020515","FNID_MW2012C3020513","FNID_MW2012C3020603","FNID_MW2012C3020619","FNID_MW2012C3020703","FNID_MW2012C3020803","FNID_MW2012C3020813","FNID_MW2012C3020913","FNID_MW2012C3020815","FNID_MW2012C3030115","FNID_MW2012C3030112","FNID_MW2012C3030114","FNID_MW2012C3999918","FNID_MW2012C3030204","FNID_MW2012C3030214","FNID_MW2012C3030206","FNID_MW2012C3030304","FNID_MW2012C3030314","FNID_MW2012C3030306","FNID_MW2012C3030414","FNID_MW2012C3030404","FNID_MW2012C3030514","FNID_MW2012C3030519","FNID_MW2012C3030506","FNID_MW2012C3030613","FNID_MW2012C3031313","FNID_MW2012C3030716","FNID_MW2012C3030714","FNID_MW2012C3030804","FNID_MW2012C3030816","FNID_MW2012C3030904","FNID_MW2012C3031005","FNID_MW2012C3031105","FNID_MW2012C3031213","FNID_MW2012C3031206","FNID_MW2012C3030606","region_string","region_Central","region_North","region_South","date","GIEW_price_current","GIEW_price_lag.x","trend","GIEW_price_lag.y","trendsq"
"10101016",2010,0,0.4375,0,0.375,0,0,0.4375,0.0625,0,0,0.875,0.125,0,0.25,5.9375,4,45.375,1.1875,2.656875,62.40687475,12.0162500125,1.2953125,0.2250000075,3.625,5.375,43.46875,-0.076676091875,0.125,0,0,1,0,0.375,1,NA,1,45.87,42.9695995690031,0.5,0.75,44.2825,51.1440943886568,0.2,0.4,1.03163497140034,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.77204228912372,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-04-01,36.81,36.81,31,36.81,961
"10101016",2013,0,0.4375,0,0.3125,0,0,0.25,0.0625,0,0,0.9375,0.0625,0,0.25,6.1875,4,47.9375,1.25,2.25,62.5625,12.6875,1.29625,0.2250000075,12.3125,4.6875,40.375,-0.300857369375,0.0625,0,0,1,0,0.5,1,1,1,92.832,98.4051470320993,0,0.4,117.495,145.347004840884,0.5,0.5,1.10858604110008,31,29,31,213,21.9841908056412,1160.83778911635,25,0,0,0,3.69821078154282,"Mwabulambya","MW2012C3010102",90.5455836932317,99.6877011076638,0.139803007450066,0.240258575714099,1.2283876347735,30.25,29,0,0,213,22.0702006416142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North",0,1,0,2013-04-01,86.82,86.82,1127,86.82,1270129
"10101204",2010,0,0.4375,0,0.5,0,0,0.25,0.125,0,0,0.8125,0.1875,0,0.25,5.4375,8,43.1875,1.0625,0.5137500161875,58.4668745,10.821875025,1.40325,0.60000002,2.6875,4.9375,37.28125,-0.076675525625,0.1875,0,0,1,0,1,1,1,1,30.8666666666667,32.030036243948,0.0625,0.5,31.591,30.0826757923249,0,1,1.10910985533309,38,18,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.61849051929819,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-08-01,34.07,34.07,153,34.07,23409
"10101204",2013,0.0588235294117647,0.352941176470588,0.117647058823529,0.352941176470588,0,0,0.647058823529412,0.176470588235294,0,0,0.647058823529412,0.352941176470588,0,0.411764705882353,5.52941176470588,5.05882352941176,45.6470588235294,1.17647058823529,0.529411764705882,56.5294117647059,11.4117647058824,1.38058823529412,0.564705901176471,4.47058823529412,5.05882352941176,51.4411764705882,-0.0876878305882353,0.352941176470588,0,0.0588235294117647,0.941176470588235,0,1,1,1,0.941176470588235,104.186960784314,70.1026589293662,0,0.661064425770308,119.627401960784,96.7065350806038,0,0.627450980392157,1.17987326778844,30,29,31,213,21.9841908056412,1160.83778911635,25,0,0,0,3.94043895040244,"Mwabulambya","MW2012C3010102",90.5455836932317,99.6877011076638,0.139803007450066,0.240258575714099,1.2283876347735,30.25,29,0,0,213,22.0702006416142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North",0,1,0,2013-05-01,68.17,68.17,1157,68.17,1338649
"10101215",2010,0,0.3125,0,0.4375,0,0,0.375,0,0,0,0.875,0.125,0,0.25,4.625,5,43.25,1.1875,9.27533334375,91.712667,4.2413334,1.2713333375,0.56250001875,2.4375,5.0625,41.09375,-0.3269590675,0.125,0,0,0.25,0,1,1,NA,1,29.1153333333333,24.9983688412605,0.285714285714286,0.642857142857143,43.0571428571429,41.4084885748342,0.548387096774194,0.612903225806452,1.01786193273503,37,30,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.71585604181214,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-05-01,32.44,32.44,61,32.44,3721
"10101215",2013,0,0.411764705882353,0.0588235294117647,0.294117647058824,0,0,0.470588235294118,0.176470588235294,0,0.0588235294117647,0.705882352941177,0.294117647058824,0,0.352941176470588,4.82352941176471,5.23529411764706,44.8235294117647,1.17647058823529,8,86.0588235294118,4.29411764705882,1.22176470588235,0.529411782352941,3.88235294117647,4.94117647058824,43.2058823529412,-0.300857000588235,0.294117647058824,0,0,0.235294117647059,0,0.941176470588235,1,1,0.882352941176471,80.6914075630252,69.2955988643821,0.209150326797386,0.324754901960784,89.5881996592964,96.9311460774321,0.173601147776184,0.380200860832138,1.27225324288837,30,29,31,213,21.9841908056412,1160.83778911635,25,0,0,0,3.76597665155772,"Mwabulambya","MW2012C3010102",90.5455836932317,99.6877011076638,0.139803007450066,0.240258575714099,1.2283876347735,30.25,29,0,0,213,22.0702006416142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North",0,1,0,2013-05-01,68.17,68.17,1157,68.17,1338649
"10101219",2011,0,0.625,0,0.5,0,0,0.0625,0.3125,0,0,0.5625,0.4375,0,0.0625,4,2,52.8125,1.1875,12.394375,70.0956253125,12.875,1.1675,0.60000002,0.0625,5.375,39.5,0.29874936625,0.4375,0,0,1,0,0,1,1,1,24.78,34.6371852331079,0.25,0.5,25.6325,35.6872935853312,0,0.5,1.37070449685197,52,34,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.67630067190708,"Mwabulambya","MW2012C3010102",25.20625,21.5379166666667,0.125,0.125,1.27793132746553,52.5,43,0,0,213,20.8802710018248,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2011-02-01,31.82,31.82,337,31.82,113569
"10101355",2011,0,0.25,0,0.5,0,0,0.5625,0.0625,0,0,0.75,0.25,0,0.375,5,1,39.6875,1.25,0.7812499925,63.1268744375,5.94,1.260625,0.60000002,0.125,4.8125,39.84375,-0.4521004175,0.25,0,0,1,0,0.5,1,1,1,25.6325,35.6872935853312,0,0.5,17.4433333333333,32.6468070279646,0.25,0.5,1.18515815807908,53,52,52,213,20.8802710018248,1090.40569960296,20,0,0,0,3.6849655547928,"Mwabulambya","MW2012C3010102",25.20625,21.5379166666667,0.125,0.125,1.27793132746553,52.5,43,0,0,213,20.8802710018248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2011-01-01,30.95,30.95,306,30.95,93636
"10101374",2010,0,0.375,0,0.5,0,0,0.25,0,0,0,0.6875,0.3125,0,0.1875,4.875,10,50.5,1.25,1.18562500625,88.64874925,5.98562499375,1.3693125,0.450000015,1.5625,4.75,41.34375,-0.20181715875,0.3125,0,0,1,0,1,1,1,1,38.0125,30.2787234912108,0,0.25,36.9166666666667,33.7925335542359,0.25,0.5,1.0198821072284,37,36,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.72192126131523,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-10-01,33.88,33.88,214,33.88,45796
"10101470",2010,0,0.5,0,0.1875,0.0625,0,0.3125,0.0625,0,0,0.875,0.125,0,0.25,3.8125,6,48,1.3125,0.776874983125,82.332500125,13.585,1.3413125,0.60000002,0.625,5.125,42.59375,0.048464723125,0.125,0,0,1,0,1,1,NA,1,32.4,27.2445074665902,0.8,1,36.3366666666667,26.0172389867983,0.25,0.75,0.981030130488899,38,36,36,213,21.3952828743089,1127.99811366612,14,0,0,0,3.75170752889681,"Mwabulambya","MW2012C3010102",33.4347291666667,35.6376561147186,0.247693452380952,0.182834101382488,1.04770820670669,37.625,29,0,0,213,21.5334948342731,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central",1,0,0,2010-06-01,36.79,36.79,92,36.79,8464
