"ea_id","lat_modified","lon_modified","FS_year","FS_month"
10739309,-11.454400062561,34.0158004760742,2011,3
10741504,-11.4449996948242,34.0306015014648,2010,7
10741504,-11.445,34.0306,2013,7
10741504,-11.48572,33.993778,2013,7
10741504,-15.832219,35.012515,2013,8
10741504,-12.485778,34.148709,2013,10
10741504,-10.383056,34.20889,2013,9
10741504,-13.033783,33.499483,2013,8
10741504,-10.87504,33.451578,2013,10
10741504,-11.37689,33.887753,2013,10
10741504,-11.478144,33.999858,2013,7
10741504,-11.445,34.0306,2013,8
10744039,-11.4612998962402,34.0285987854004,2010,10
10744154,-11.4708995819092,34.0355987548828,2011,1
10744649,-11.4736003875732,34.0150985717773,2010,10
10744649,-11.4736,34.0151,2013,7
10744649,-12.024153,33.39528,2013,9
10744649,-14.307212,34.362734,2013,10
10744649,-11.409529,34.004437,2013,7
10744649,-11.909332,33.614972,2013,10
10744649,-15.599842,34.51495,2013,11
10744649,-9.705749,33.542253,2013,10
10746033,-11.4608001708984,33.9738998413086,2010,4
10746033,-11.4608,33.9739,2013,5
10746033,-11.73752,33.516527,2013,6
10746033,-11.4608,33.9739,2013,4
10746033,-12.352419,33.639329,2013,7
10746033,-11.347255,33.755875,2013,6
10746033,-11.879796,34.134054,2013,4
10746244,-11.4696998596191,33.9869003295898,2010,7
10746244,-11.4697,33.9869,2013,5
10746244,-14.177647,34.986985,2013,7
10746244,-16.07217,35.108012,2013,9
10746244,-11.4697,33.9869,2013,6
10746244,-11.41689,33.986358,2013,5
10746244,-11.83858,33.635161,2013,11
10746244,-11.946873,33.472675,2013,7
20101014,-12.5858001708984,33.4444999694824,2010,4
20101387,-12.4547996520996,33.5252990722656,2011,2
20102311,-12.731499671936,33.7024002075195,2010,11
20103365,-12.6721000671387,33.5395011901855,2010,10
20105073,-12.9041996002197,33.4281005859375,2011,3
20105181,-13.0993995666504,33.4589004516602,2010,6
20106042,-13.0738000869751,33.4720993041992,2010,9
20106042,-13.0738,33.4721,2013,6
20106042,-13.0738,33.4721,2013,10
20106042,-12.935889,33.336553,2013,7
20106042,-12.931131,34.30002,2013,6
20106042,-13.05323,33.272362,2013,7
20106042,-11.257235,33.430646,2013,9
20106042,-12.849893,33.726833,2013,6
20106042,-12.896212,33.752499,2013,6
20107490,-13.2667999267578,33.1526985168457,2010,10
20107615,-13.3201999664307,33.3348999023438,2011,1
20108739,-13.1445999145508,33.5780982971191,2010,3
20109486,-13.1766996383667,33.6623001098633,2010,11
20109653,-13.0745000839233,33.6771011352539,2010,10
20110170,-12.683500289917,33.3586006164551,2011,2
20110620,-12.8936996459961,33.3730010986328,2010,5
20110620,-14.389746,34.3274,2013,11
20110620,-12.920244,33.352289,2013,11
20110620,-12.8937,33.373,2013,6
20110620,-12.569937,33.505609,2013,6
20110620,-12.311902,33.64528,2013,7
20111107,-13.5244998931885,33.3306007385254,2011,3
20111107,-13.5244998931885,33.3306007385254,2011,2
20111530,-13.4696998596191,33.2495002746582,2011,1
20111718,-13.3487997055054,33.4403991699219,2010,8
20111718,-13.3488,33.4404,2013,6
20111718,-13.448924,33.410829,2013,6
20111718,-13.43845,33.380007,2013,6
20111718,-13.664175,33.572176,2013,10
20111718,-13.254248,33.234461,2013,6
20111718,-13.711063,33.751871,2013,6
20111718,-12.608456,33.820772,2013,6
20111718,-13.42135,33.11992,2013,11
20111718,-12.363742,33.548267,2013,9
20112290,-12.8852996826172,33.6596984863281,2010,12
20112334,-13.0994997024536,33.782398223877,2010,7
20112661,-12.8816003799438,33.7267990112305,2010,6
20112661,-12.8816,33.7268,2013,7
20112661,-12.753457,33.680554,2013,7
20113112,-12.9685001373291,33.8605003356934,2010,3
20113112,-12.9685,33.8605,2013,4
20113112,-14.647495,34.769383,2013,6
20113112,-14.323816,34.050046,2013,6
20113112,-13.290713,33.449836,2013,5
20113112,-13.923723,33.36894,2013,6
20113112,-12.880827,33.680718,2013,6
20113112,-12.879348,33.680537,2013,6
20113529,-12.8614997863769,33.8932991027832,2011,1
20115434,-13.0560998916626,33.394100189209,2010,7
20115434,-13.0561,33.3941,2013,5
20115434,-15.048305,35.328763,2013,6
20115434,-11.837122,34.154837,2013,10
20115434,-13.05085,33.476697,2013,10
20115434,-13.0561,33.3941,2013,10
20115434,-13.134783,33.292753,2013,10
20115434,-13.936545,33.762809,2013,8
20115434,-11.429501,33.99385,2013,8
20120081,-13.0520000457764,33.4894981384277,2010,12
20120081,-13.0520000457764,33.4894981384277,2010,11
20201109,-12.4573001861572,34.0404014587402,2010,11
20201206,-12.5705003738403,34.1133995056152,2011,3
20201264,-12.7355003356934,34.2246017456055,2010,12
20201269,-12.6598997116089,34.1614990234375,2010,6
20201354,-12.4928998947144,34.171199798584,2010,9
20201354,-12.4928998947144,34.171199798584,2010,10
20201450,-12.4523000717163,34.1018981933594,2010,5
20201450,-12.4523000717163,34.1018981933594,2010,6
20201646,-12.6224002838135,34.1651000976562,2010,7
20202343,-12.3545999526978,34.0208015441895,2011,1
20203135,-12.9603996276856,34.296501159668,2010,10
20203494,-12.9089002609253,34.2540016174316,2010,4
20203656,-13.0081996917725,34.3219985961914,2010,9
20203694,-13.1017999649048,34.2649002075195,2011,2
20204124,-12.8111000061035,34.212100982666,2010,6
20204712,-12.8681001663208,34.2448997497559,2010,11
20205207,-13.3500003814697,34.2705001831055,2010,9
20205207,-13.35,34.2705,2013,7
20205207,-14.833767,35.075727,2013,7
20205207,-12.612059,34.167763,2013,10
20205207,-12.947394,34.235151,2013,7
20205207,-13.387617,34.22984,2013,10
20205484,-13.2334995269775,34.2221984863281,2010,9
20205525,-13.4061002731323,34.3035011291504,2011,1
20205634,-13.3530998229981,34.2652015686035,2010,10
20205700,-13.1923999786377,34.3270988464355,2011,3
20205721,-13.2020998001099,34.3148002624512,2010,6
20206243,-13.4202995300293,34.1601982116699,2010,10
20206362,-13.2740001678467,34.1403999328613,2010,4
20206362,-13.920462,33.681444,2013,6
20206362,-13.274,34.1404,2013,4
20206362,-13.195127,34.326256,2013,4
20206362,-13.400791,34.133569,2013,7
20220038,-12.9212999343872,34.2784996032715,2011,2
20220153,-12.9202995300293,34.2951011657715,2010,9
20301075,-13.3828001022339,34.0536994934082,2011,2
20302432,-13.4707002639771,34.0438995361328,2010,12
20302539,-13.4060001373291,33.9457015991211,2010,4
20302539,-13.406,33.9457,2013,5
20302539,-13.952867,33.73361,2013,10
20302539,-13.174871,33.918773,2013,7
20302539,-14.439195,35.319855,2013,6
20302539,-13.259694,33.79967,2013,5
20302592,-13.4531002044678,33.9705009460449,2010,11
20303065,-13.2305002212524,34.0093002319336,2010,6
20303065,-13.996252,33.679737,2013,7
20303065,-13.2305,34.0093,2013,7
20303065,-13.2305,34.0093,2013,6
20303065,-13.2305,34.0093,2013,9
20303065,-13.591807,33.684829,2013,7
20303065,-12.920763,34.294566,2013,7
20303447,-13.2151002883911,34.0807991027832,2011,3
20303654,-13.2829999923706,33.9585990905762,2010,12
20304084,-13.4151000976562,33.913501739502,2010,7
20304164,-13.4233999252319,33.8981018066406,2010,10
20304285,-13.3930997848511,33.8348007202148,2011,1
20304314,-13.357500076294,33.7874984741211,2010,3
20304662,-13.4477996826172,33.9141006469727,2011,2
20304680,-13.4378004074097,33.8231010437012,2010,11
20305023,-13.2407999038696,33.9311981201172,2010,12
20305172,-13.1836996078491,33.8119010925293,2010,9
20305301,-13.1174001693726,33.785400390625,2010,8
20305301,-13.1174,33.7854,2013,5
20305301,-13.053413,33.783572,2013,5
20305301,-13.1174,33.7854,2013,9
20305301,-13.064057,33.904702,2013,5
20305340,-13.2242002487183,33.8058013916016,2010,7
20305382,-13.2279996871948,33.7963981628418,2011,3
20305717,-13.1625995635986,33.9201011657715,2010,5
20306272,-13.3554000854492,33.9127998352051,2011,1
20306296,-13.2687997817993,33.7652015686035,2010,3
20306433,-13.2662000656128,33.7425003051758,2010,7
20306557,-13.3313999176025,33.8581008911133,2010,7
20306557,-13.3314,33.8581,2013,5
20306557,-13.3314,33.8581,2013,10
20306557,-13.3314,33.8581,2013,6
20306557,-14.715609,35.500423,2013,5
20320675,-13.3466997146606,33.9255981445312,2010,8
20401171,-13.4956998825073,33.7820014953613,2011,2
20401627,-13.66100025177,33.695499420166,2010,11
20401737,-13.5848999023438,33.7018013000488,2010,4
20402045,-13.3308000564575,33.6283988952637,2011,3
20402072,-13.3776998519897,33.6249008178711,2010,10
20402198,-13.4554996490478,33.5665016174316,2010,9
20402198,-14.208245,33.721982,2013,9
20402198,-13.4555,33.5665,2013,7
20402198,-13.361307,33.66899,2013,7
20402198,-13.769923,33.810036,2013,7
20402198,-15.740085,35.004625,2013,11
20402201,-13.4026002883911,33.6562004089355,2010,6
20402298,-13.2779998779297,33.706600189209,2010,9
20403049,-13.5578002929688,33.5526008605957,2011,1
20403668,-13.6287002563477,33.576000213623,2010,3
20403697,-13.7201995849609,33.5233001708984,2010,10
20404032,-13.7468996047974,34.163200378418,2010,4
20404032,-13.891215,33.745239,2013,8
20404032,-13.7469,34.1632,2013,5
20404032,-13.186571,33.529035,2013,6
20404032,-13.698691,34.147963,2013,5
20404509,-13.6349000930786,34.0004005432129,2010,11
20404575,-13.7920999526978,34.1601982116699,2010,8
20404575,-13.7921,34.1602,2013,6
20404575,-13.7921,34.1602,2013,9
20404575,-13.71862,34.387836,2013,8
20404575,-13.864017,34.256346,2013,9
20404660,-13.6469001770019,34.0316009521484,2011,1
20405132,-13.6808996200562,33.8613014221191,2010,12
20405366,-13.7610998153687,33.9695014953613,2010,6
20405366,-13.7611,33.9695,2013,7
20405366,-13.92017,33.761072,2013,9
20405704,-13.7004995346069,33.7869987487793,2011,3
20406177,-13.5581998825073,33.757999420166,2010,12
20406348,-13.6269998550415,33.9297981262207,2011,1
20406598,-13.5818004608154,33.872501373291,2010,6
20407398,-13.6361999511719,33.7489013671875,2010,7
20407398,-13.6362,33.7489,2013,4
20407398,-13.387442,33.393402,2013,4
20407398,-13.6362,33.7489,2013,8
20407481,-13.5076999664307,33.7375984191895,2010,4
20407481,-13.5076999664307,33.7375984191895,2010,3
20407481,-13.5077,33.7376,2013,5
20407481,-13.416983,33.623815,2013,5
20407481,-15.058385,35.215503,2013,6
20407481,-13.663023,33.985936,2013,8
20407481,-13.041655,33.510448,2013,5
20421229,-13.5535001754761,33.7313995361328,2010,8
20501111,-13.8468999862671,34.5470008850098,2010,9
20501330,-13.7643995285034,34.5700988769531,2010,5
20501664,-13.8348999023438,34.484001159668,2010,11
20502159,-13.7531003952026,34.3721008300781,2010,11
20502240,-13.730299949646,34.2929000854492,2011,2
20502740,-13.7189998626709,34.4964981079102,2010,6
20502758,-13.8168001174927,34.344799041748,2010,7
20503239,-13.8240995407104,34.4667015075684,2010,4
20503476,-13.815899848938,34.5233993530273,2011,2
20504373,-13.9106998443603,34.4500007629395,2010,10
20504729,-13.7999000549316,34.4421005249023,2010,10
20505317,-14.0178003311157,34.4894981384277,2010,5
20505317,-14.0178003311157,34.4894981384277,2010,4
20505648,-13.9059000015259,34.5466995239258,2011,2
20506412,-14.089599609375,34.5219993591309,2010,12
20507089,-13.6120004653931,34.3389015197754,2010,9
20507089,-13.612,34.3389,2013,7
20507089,-13.612,34.3389,2013,10
20507089,-13.562328,34.242903,2013,7
20507089,-13.022731,33.499173,2013,7
20507371,-13.4914999008179,34.2925987243652,2011,2
20507422,-13.4694004058838,34.2793006896973,2010,9
20507459,-13.5931997299194,34.2977981567383,2010,6
20507459,-13.5932,34.2978,2013,7
20507459,-13.316306,34.249378,2013,7
20507459,-13.962365,34.502879,2013,7
20507459,-13.42001,34.313922,2013,7
20507459,-13.716291,34.406273,2013,7
20507459,-13.674754,34.374098,2013,7
20507459,-14.051284,34.010761,2013,7
20507571,-13.6187000274658,34.309700012207,2010,7
20508349,-13.4883003234863,34.2613983154297,2010,4
20508349,-14.283389,34.155916,2013,11
20508349,-13.4883,34.2614,2013,4
20508349,-13.892067,33.756351,2013,9
20508349,-13.4883,34.2614,2013,5
